t,ax,ay,az,gx,gy,gz,mx,my,mz,temp,src
9.77711,0.11424,-2.72625,6.73887,-276.00349,19.21542,256.40222,-28.85603,-15.79148,-23.18383,28.76172,comp
9.79300,-4.25685,-2.16521,4.21348,-294.48787,20.43515,285.19910,-32.20564,-11.95164,-21.59887,28.72266,comp
9.81716,-3.17189,-2.88934,4.76377,-255.61287,24.58359,267.87097,-37.40485,-7.77195,-18.38402,28.67969,comp
9.83311,-9.51564,-4.43914,3.50498,-254.02596,44.77109,270.00574,-39.28474,-5.35789,-15.57738,28.71875,comp
9.85705,-11.31251,-4.79436,-0.02236,-215.52596,81.98984,204.69324,-41.16169,-2.58249,-13.58617,28.70312,comp
9.87327,-7.43947,-6.29827,-0.37783,-119.08846,110.84921,160.81824,-41.94001,-0.52585,-10.78930,28.75000,comp
9.89711,-10.58205,-8.28362,2.71201,-3.33846,136.84921,148.43542,-42.71296,2.24758,-9.21312,28.73828,comp
9.91297,-6.74611,-5.92815,6.52256,104.09904,144.23203,72.87292,-42.35432,3.64700,-9.64257,28.75000,comp
9.93711,-5.98488,-5.12298,5.28037,148.34904,135.26328,79.76355,-41.96662,4.73196,-12.48632,28.73047,comp
9.95321,-6.30543,-6.57806,3.73350,196.59904,134.28622,98.79480,-41.96855,6.49465,-13.72362,28.72461,comp
9.97709,-7.43141,-10.03509,6.29795,235.16154,129.59091,82.20105,-40.86699,9.31301,-16.20018,28.74219,comp
9.99373,-5.89235,-9.49505,7.53037,192.94279,123.67294,64.26355,-40.46318,10.77688,-21.06737,28.73828,comp
10.02526,-7.07204,-9.49905,5.20420,154.56779,122.26865,58.04089,-40.10649,12.16946,-21.09143,28.72070,comp
10.03303,-5.89528,-7.64846,5.82871,142.05998,120.62314,50.16589,-38.64653,14.61868,-22.35511,28.70508,comp
10.05703,-6.25954,-7.25540,7.14414,118.65373,108.17783,43.71277,-38.27251,14.62826,-23.16761,28.77734,comp
10.07345,-5.98878,-4.65188,7.21348,59.62248,116.21689,28.15027,-36.45512,16.70834,-23.21958,28.74023,comp
10.09718,-6.71462,-3.58688,1.10206,115.65818,108.71150,23.30014,-36.11362,17.43288,-24.05016,28.74805,full
10.11294,-7.62331,-5.51266,4.72706,151.47068,104.09822,13.41732,-33.17222,19.88796,-26.53454,28.74805,comp
10.13709,-7.96047,-6.56833,3.07569,136.00193,119.30135,3.64389,-33.53867,21.66042,-28.17711,28.68750,comp
10.15318,-9.16262,-6.89108,2.86670,99.97068,114.84041,-6.18424,-32.81016,21.99636,-27.78136,28.74805,comp
10.17718,-7.31399,-6.04977,2.41504,87.83006,121.44978,-37.59049,-33.18198,23.40846,-28.61193,28.74609,comp
10.20106,-7.77639,-5.07516,3.94239,59.93943,107.87166,-46.12174,-32.05698,23.43550,-31.04357,28.77148,comp
10.21740,-8.27639,-3.20016,0.57520,65.49412,105.26424,-24.84049,-31.71812,24.09371,-28.63146,28.75195,comp
10.24158,-11.94826,-5.64352,2.00782,70.58006,127.24861,-55.73111,-29.89487,23.71529,-27.44298,28.72461,comp
10.25705,-7.17873,-6.41598,3.04395,20.08006,156.96736,-93.79361,-29.55650,25.43209,-25.85509,28.71680,comp
10.28104,-7.10457,-7.15524,3.44507,-22.79494,118.93611,-82.38736,-31.04575,25.76192,-23.82580,28.74219,comp
10.29715,-8.14754,-5.97458,3.85254,-79.13869,100.85799,-69.03580,-31.80503,26.43575,-21.81212,28.70508,comp
10.32122,-9.05916,-5.79806,-1.81543,-50.54494,72.96736,-67.44010,-32.92027,26.41974,-20.18517,28.73242,comp
10.33712,-8.09676,-7.01681,1.10450,-16.54494,65.58846,-85.48697,-33.64585,26.43712,-20.98449,28.74805,comp
10.36120,-7.77596,-6.69479,0.95667,-22.26369,39.18221,-97.52604,-35.11753,26.44238,-20.56603,28.70312,comp
10.37716,-13.81893,-5.50632,0.18470,-44.71682,19.82283,-100.86979,-36.18784,24.02832,-21.73009,28.72852,comp
10.40114,-10.23299,-5.69723,3.74134,-61.32619,3.43221,-171.11979,-38.03745,24.01793,-20.09630,28.73828,comp
10.41719,-5.93221,-6.97848,3.96998,-160.07619,-26.05217,-146.24479,-39.52378,22.94078,-17.23888,28.76758,comp
10.44156,-8.69979,-4.63473,1.36646,-159.13186,-52.27092,-134.26041,-41.34898,19.08727,-15.14318,28.70703,comp
10.45701,-10.89119,-2.99020,5.02271,-153.70217,-60.07561,-112.93229,-41.35786,17.66246,-13.10412,28.74414,comp
10.48132,-9.37362,-6.48434,-2.07885,-170.90530,-29.99748,-95.18229,-44.28168,14.87535,-11.81896,28.78320,comp
10.49731,-4.86580,-11.60934,-1.57592,-122.28030,-20.90373,-111.83854,-44.65498,14.16246,-10.59435,28.77734,comp
10.51299,-2.60018,-12.93454,-0.77514,-93.78030,-40.12248,-174.86979,-45.01704,12.05504,-9.34728,28.75781,comp
10.53766,-4.86971,-8.98337,0.57740,-108.42092,-87.96623,-201.90104,-45.01597,8.87926,-6.87853,28.77930,comp
10.56126,-5.85555,-8.01559,-3.27807,-101.89358,-93.33733,-197.75260,-46.45738,6.46129,-7.63146,28.74805,comp
10.57717,-4.10067,-9.37302,-0.92260,-86.08889,-91.93401,-194.51822,-45.72252,2.92418,-4.76037,28.76953,comp
10.60121,-3.60189,-9.01266,-1.32299,-101.09670,-99.80510,-209.52604,-46.81529,0.11754,-3.09240,28.74219,comp
10.61693,-2.39290,-8.42917,-0.72973,-109.21389,-120.36760,-220.14322,-45.69810,-3.39223,-2.23986,28.76172,comp
10.64108,-1.98202,-4.99362,-0.87731,-123.30764,-145.08635,-192.92447,-44.23130,-5.52699,-0.20666,28.71289,comp
10.65701,-1.52840,-4.14304,-1.96130,-106.71389,-160.64885,-138.92447,-43.87950,-8.72816,3.87147,28.79102,comp
10.68146,-1.02157,-6.35788,-1.64856,-78.52639,-160.52684,-109.14322,-43.89904,-9.46107,6.30506,28.73242,comp
10.69707,-1.94721,-7.12623,-1.84131,-84.87691,-182.74554,-97.37759,-43.54665,-10.55289,8.34239,28.76367,full
10.72121,-1.02338,-8.51783,-2.21484,-109.28316,-212.15179,-101.22134,-41.70583,-12.32340,9.15782,28.75000,comp
10.74235,-1.36957,-8.38270,-0.65527,-115.68941,-236.62054,-100.24575,-41.37624,-12.73405,13.19297,28.77148,comp
10.76141,-4.18207,-7.91078,-3.89160,-139.73628,-240.58734,-92.73794,-39.58327,-12.09733,16.40196,28.74805,comp
10.77703,-4.12366,-8.90003,-6.58105,-127.22847,-216.91547,-80.47231,-38.13405,-12.49284,18.80235,28.76758,comp
10.80107,-4.36011,-8.41566,-4.07519,-105.13472,-185.55609,-74.67544,-36.32741,-12.19328,21.20274,28.77344,comp
10.81700,-1.89526,-7.35707,-4.13592,-101.65816,-174.08734,-63.69106,-35.98757,-12.23737,24.01915,28.78320,comp
10.84479,-1.32495,-8.49671,-0.15936,-39.72066,-182.25922,-90.53481,-36.36403,-11.54255,24.41514,28.74609,comp
10.85697,1.04419,-8.61360,-0.42108,-20.43941,-204.71234,-127.87856,-34.54860,-11.93488,26.42686,28.74219,comp
10.88120,-0.15210,-10.07063,-1.90838,-6.28316,-242.39984,-106.92544,-32.72536,-10.90852,26.79039,28.75977,comp
10.89701,-7.17944,-7.94367,-6.25604,-54.28316,-259.77484,-36.36294,-31.67067,-10.27814,30.80210,28.77344,comp
10.92104,-6.94031,-8.25593,-7.63788,-53.40083,-224.24359,-36.07046,-30.59255,-7.85041,31.15049,28.80469,comp
10.93716,-2.62781,-8.49421,-4.51873,6.34917,-176.52484,-105.32046,-31.35280,-7.17658,33.16807,28.77148,comp
10.96103,0.74719,-8.70185,-2.29217,60.59917,-183.41156,-138.91421,-29.87917,-6.47199,31.93174,28.80078,comp
10.97712,-1.01941,-8.88362,-1.24530,70.46635,-202.02094,-103.25796,-29.89521,-6.49560,33.54600,28.76562,comp
11.00098,-3.69519,-9.58772,-4.12811,75.63042,-207.94672,-92.08608,-29.53632,-5.09618,33.12193,28.77539,comp
11.01716,-4.35339,-8.60285,-1.37616,90.32573,-207.24066,-95.53530,-31.00312,-4.02685,32.30796,28.76172,comp
11.04126,-4.14246,-9.59016,-2.55194,68.43510,-211.57269,-102.88296,-31.39643,-1.23779,32.67100,28.75391,comp
11.05706,-2.49011,-10.64778,-1.35174,90.70073,-204.90082,-114.88296,-31.75092,-0.86230,31.06065,28.74805,comp
11.08126,-1.96521,-12.33430,0.93927,83.06401,-217.93988,-122.06264,-33.23041,1.24708,30.63389,28.74219,comp
11.09701,-3.23181,-9.99055,-1.48260,47.62651,-215.19183,-116.39077,-33.22112,0.20020,30.64543,28.76172,comp
11.12100,-3.44153,-9.49494,-4.75604,50.65776,-170.53558,-113.58999,-32.86174,2.65723,29.39250,28.77930,comp
11.13788,-1.64270,-10.16584,-2.95428,105.72026,-120.06683,-134.58999,-33.97795,2.64201,31.01750,28.75586,comp
11.16136,0.23523,-9.46809,-0.28436,114.51714,-103.00433,-145.95718,-34.69329,2.67762,29.01750,28.79492,comp
11.17699,-1.01672,-9.74568,-0.04632,120.17339,-95.39496,-154.86343,-36.13567,1.31043,27.83488,28.81445,comp
11.20135,0.94128,-9.42097,-0.69427,122.32573,-86.27777,-154.34927,-36.85100,0.63563,26.63859,28.80469,comp
11.21751,1.17810,-10.42585,0.27887,125.45854,-88.83246,-145.70083,-37.55950,-0.73058,25.06340,28.79102,comp
11.24122,-0.53870,-9.50740,-2.29535,106.70854,-44.51996,-166.93520,-38.26067,-1.73644,22.66691,28.78125,comp
11.25709,1.30115,-9.38600,-2.35357,143.33354,31.29254,-220.21645,-39.69133,-3.78918,20.69816,28.78320,comp
11.28109,4.90076,-10.35914,-0.07232,187.89604,65.13629,-257.06020,-39.64299,-6.53918,17.92472,28.77930,comp
11.30513,6.85685,-10.61536,1.77652,180.68707,66.70451,-264.12555,-38.49090,-10.35484,15.95926,28.77930,full
11.32166,7.46818,-7.97864,5.50308,126.90582,31.98576,-234.59430,-38.44976,-13.47203,14.39480,28.81250,comp
11.34558,7.36582,-7.52331,5.03555,69.49957,-29.95174,-166.09430,-37.67290,-16.59507,12.81766,28.78516,comp
11.36129,5.46934,-8.07898,3.21035,63.20270,-41.05331,-171.00446,-36.92486,-17.63609,12.02518,28.80078,comp
11.38546,3.88438,-8.44421,2.42764,67.44489,-27.76424,-197.34821,-36.15679,-20.41539,10.85135,28.81055,comp
11.40104,8.43125,-7.37292,4.13565,69.33649,-15.68612,-249.62946,-35.02105,-23.19664,9.67166,28.78125,comp
11.42527,8.60667,-3.91589,6.67862,45.46149,-59.74862,-214.31696,-33.17437,-25.30992,10.09183,28.76367,comp
11.44111,5.79612,-2.98816,4.51651,8.43024,-65.72909,-192.16071,-29.87164,-27.45250,11.70315,28.78711,comp
11.46517,7.00022,-2.82361,2.19033,17.94586,-50.47128,-199.54352,-28.02007,-29.55992,11.71506,28.78906,comp
11.48158,5.23557,-4.06872,2.54239,51.07086,-29.54940,-229.01227,-25.07671,-30.97886,11.71459,28.79492,comp
11.50517,6.34006,-3.39880,1.74112,40.57867,-4.28378,-270.63727,-21.76031,-31.68931,10.88011,28.79688,comp
11.52134,7.17893,-1.47497,2.25137,59.48492,21.27872,-317.07477,-18.06890,-34.50963,10.88916,28.82227,comp
11.54506,8.71702,-0.80212,3.00674,98.64117,16.82560,-339.10602,-13.26812,-37.67564,10.08741,28.77344,comp
11.56106,8.70692,-0.06824,4.65322,96.50836,-16.73690,-323.18414,-8.50249,-37.36339,10.03528,28.77344,comp
11.58511,7.49305,2.87317,2.08096,54.03961,-30.52596,-295.05914,-4.10015,-38.10557,10.80384,28.75195,comp
11.60097,9.14051,5.01770,1.33780,64.35211,-19.23690,-261.68414,1.77094,-37.79576,10.33679,28.75586,comp
11.62511,9.99989,5.88147,2.19473,83.32086,-20.69979,-203.34039,2.87446,-38.15318,10.33105,28.73828,comp
11.64115,5.00379,1.38147,2.86367,74.96930,-22.65389,-182.65289,5.78266,-37.86119,12.71191,28.73633,comp
11.66541,9.94520,6.53772,3.00369,65.08649,-31.91952,-195.29352,10.18501,-36.48131,11.43457,28.72852,comp
11.68105,7.54090,6.52534,3.72488,77.14117,-63.37264,-147.82477,10.90376,-36.15611,12.63476,28.75391,comp
11.70498,7.99329,5.64692,2.02176,80.58063,-61.65682,-172.76227,13.07172,-35.16148,15.01953,28.78125,comp
11.72156,6.70130,3.69672,0.16433,111.23688,-41.90682,-200.27789,15.98383,-33.80504,16.17480,28.78125,comp
11.74524,6.56434,3.24433,3.05301,100.36969,-20.04745,-259.74664,18.54438,-32.77769,16.12878,28.75586,comp
11.76633,3.41004,5.68183,-1.30637,69.11969,-19.63241,-276.96539,19.99946,-31.74839,16.50695,28.72266,comp
11.78507,4.02528,8.44941,-0.25754,130.24469,10.32072,-323.68414,22.91157,-30.39293,17.66516,28.75195,comp
11.80131,4.52113,8.28828,1.99441,140.01813,-1.35116,-322.20953,26.15961,-26.61363,19.98742,28.75195,comp
11.82514,2.53089,8.54170,0.09109,113.97125,-25.85116,-305.56891,29.41352,-22.12144,21.09582,28.74609,comp
11.84107,1.34437,8.71003,-0.18161,111.94391,-37.47616,-310.71735,30.49165,-19.33824,21.03265,28.72852,comp
11.86597,0.07679,7.90632,-2.90818,107.66266,-30.22616,-301.02985,31.93501,-15.85386,20.55511,28.71484,comp
11.88924,-1.45055,9.71980,-0.34372,127.78766,-31.62460,-293.83063,31.87495,-11.35386,22.90863,28.75000,comp
11.90501,-3.33304,10.04202,-4.12722,127.15752,-27.35262,-288.17395,34.39780,-7.59080,26.86552,28.69922,full
11.92921,-4.75003,9.87869,-4.91042,149.00127,-0.82137,-289.21008,32.54429,-5.13377,26.85484,28.71289,comp
11.94511,-3.22073,8.93923,-2.66237,147.60772,11.20206,-286.58899,32.13853,-2.36424,28.41930,28.71680,comp
11.97117,-3.91946,7.85037,-2.93410,134.19366,-1.47762,-280.06165,31.36411,-0.29978,30.81969,28.72070,comp
11.98511,-3.63260,7.59109,-3.36891,125.95147,-14.29794,-291.46790,29.47446,4.57522,32.37047,28.73242,comp
12.00912,-6.50955,7.43252,-4.72243,130.43194,-26.36825,-301.47571,25.40806,8.08889,32.76012,28.78125,comp
12.02510,-6.67434,7.70278,-4.42848,142.54131,-22.05966,-318.91321,23.17954,9.47854,34.38023,28.72461,comp
12.04900,-7.79934,6.81851,-4.72878,121.49444,-13.59872,-291.74133,21.31138,13.67776,34.32133,28.73633,comp
12.06538,-7.53128,6.50137,-3.76979,122.60186,-34.06747,-239.74133,19.10239,13.68315,35.15678,28.75195,comp
12.08926,-8.23733,5.33047,-3.57228,97.71124,-50.30184,-167.30383,16.11802,16.81011,37.55913,28.70117,comp
12.10511,-9.17630,3.31680,-5.13088,74.46124,-59.27059,-111.33508,14.28892,18.24272,35.93608,28.71875,comp
12.12907,-8.72586,3.55947,-1.51174,75.01495,-77.30184,-82.13196,12.43833,19.29058,36.73930,28.73438,comp
12.14511,-9.38016,3.58828,-2.30324,33.76495,-80.06942,-69.23352,11.69468,19.99028,37.16338,28.71680,comp
12.17075,-9.79617,4.24111,-3.36965,29.38995,-101.69442,-27.20227,10.92954,23.47856,37.50102,28.71680,comp
12.18513,-11.16433,5.53018,-4.15920,2.68682,-81.36630,25.51648,10.95251,23.15850,35.48344,28.69141,comp
12.20907,-8.65457,4.89981,-3.17678,10.21807,-67.94442,88.20398,12.05309,25.62334,33.42680,28.75195,comp
12.22530,-8.68277,4.35977,-2.16408,5.51885,-60.99520,136.11023,10.56579,24.54619,36.27641,28.76172,comp
12.24909,-8.35269,4.01187,-2.78566,0.99151,-62.05770,134.28406,13.49938,25.58330,35.42876,28.69141,comp
12.26537,-8.29162,7.17788,-1.03078,-24.39912,-71.09677,175.53406,14.59509,25.21221,36.21245,28.76953,comp
12.28914,-9.24865,10.85171,-1.93605,-44.53974,-85.59677,254.47156,16.45446,25.58916,33.37065,28.72266,comp
12.30504,-12.52600,10.81368,-1.06838,-61.32099,-85.72604,332.72156,19.05407,25.26274,30.53081,28.71875,comp
12.32916,-8.74865,10.28585,-1.56349,-109.32099,-80.87057,357.86218,25.31579,22.78032,30.11748,28.73633,comp
12.34504,-5.42834,9.94186,-2.28810,-79.64912,-115.05807,392.04968,27.18005,21.04497,28.51201,28.68164,comp
12.36935,-7.06018,7.43405,-5.29201,-54.77412,-128.39401,439.51843,31.24255,18.58208,27.69707,28.73047,comp
12.38506,-9.23205,7.39736,-3.38869,-27.13349,-107.31588,427.37000,33.86559,13.69927,26.11992,28.74609,comp
12.40922,-12.49182,3.62783,-4.40139,-70.97724,-47.12838,364.08875,34.99645,9.85161,26.16035,28.74805,comp
12.42514,-6.90588,5.92275,-3.23049,-88.46162,25.68412,261.08875,37.22887,5.99810,26.20778,28.75781,comp
12.44953,-1.61682,9.78604,2.73045,-42.52412,4.07474,152.08875,38.74352,3.23052,23.82106,28.73242,comp
12.47327,1.20545,13.14150,-4.41017,-72.58662,-10.56588,211.24500,39.11926,1.47661,24.23561,28.72070,comp
12.48960,-0.10901,11.12783,1.44139,-32.36787,-21.66744,262.52625,39.16155,-1.63862,22.68385,28.72656,comp
12.51314,0.50165,7.96772,2.56041,-34.33979,-39.43561,255.03947,39.56533,-4.40634,21.09612,28.72852,full
12.52899,1.30780,6.45209,-2.08803,-53.68354,-32.05280,232.16447,37.42470,-8.89072,18.77385,28.73633,comp
12.55308,0.66034,9.68647,0.13463,-48.07808,-21.89655,189.69572,37.07338,-10.27744,18.39983,28.74219,comp
12.56914,-0.15655,9.71579,-0.45619,-78.89058,8.04095,209.96135,35.95327,-11.35654,21.25529,28.72656,comp
12.59320,3.00360,9.24534,-1.42982,-130.76558,57.41595,251.58635,37.46694,-15.18271,19.68303,28.74805,comp
12.60910,4.85126,7.41819,4.09361,-53.89058,39.66595,196.96135,35.67983,-17.56943,16.91740,28.74805,comp
12.63307,4.69965,9.13401,1.70885,-63.59370,9.71283,186.71135,34.60268,-21.05576,17.38420,28.73047,comp
12.64906,5.04682,6.19260,-1.13685,-92.51558,49.99408,241.43010,32.80288,-22.75693,15.41643,28.72852,comp
12.67402,2.99018,4.37131,0.55358,-142.60933,105.96283,303.49260,30.65248,-25.48935,12.65862,28.70312,comp
12.68907,5.06830,8.31662,5.00670,-156.03120,142.55658,273.89885,26.29702,-28.91513,10.74455,28.71875,comp
12.71311,9.87690,5.24631,8.70397,-81.78120,107.11908,196.14885,24.14467,-31.29990,7.98283,28.71680,comp
12.72898,7.46088,4.40647,5.56920,-101.79683,59.40033,216.71135,20.52748,-32.60849,4.00627,28.74805,comp
12.75309,6.40229,3.40159,3.69420,-140.17183,84.60345,248.93010,16.89077,-34.64951,2.46037,28.70898,comp
12.76935,3.91010,0.85080,2.72301,-172.79683,118.41595,264.55510,12.90248,-35.60654,-1.51619,28.74609,comp
12.79304,4.88129,0.22776,4.14098,-181.82808,154.35345,235.02385,9.98842,-36.25888,-3.08846,28.74023,comp
12.80913,8.43012,1.55979,6.69567,-156.93745,158.44330,212.75822,6.73061,-37.58213,-6.26033,28.68555,comp
12.83313,8.26252,2.94846,9.07652,-117.78120,123.53705,226.91447,3.45327,-37.52161,-8.64705,28.72266,comp
12.84917,6.78693,0.39573,6.99254,-109.05464,96.56830,291.72697,-2.03892,-37.81604,-9.39119,28.70312,comp
12.87311,2.94904,-2.51443,6.80004,-114.54292,91.56439,343.66447,-4.97642,-36.38636,-10.19051,28.69922,comp
12.89230,1.14826,-6.17849,4.31761,-130.47261,116.26752,318.96135,-11.21470,-34.93128,-10.95515,28.71289,comp
12.91318,3.65021,-6.73318,5.88597,-105.70698,133.28314,288.02385,-14.50377,-34.53430,-12.54207,28.70508,comp
12.92906,5.32306,-7.52224,8.52464,-78.12886,140.66986,273.55510,-18.91392,-32.04602,-13.33992,28.70703,comp
12.95314,4.29474,-7.56524,8.83568,-92.69917,122.43549,300.82072,-25.15611,-28.47376,-15.75398,28.76367,comp
12.96918,2.98810,-10.66680,7.79369,-95.94722,104.98236,249.03947,-28.85337,-25.31165,-15.36165,28.67969,comp
12.99584,3.16266,-7.13555,8.78539,-80.08784,98.51752,184.03947,-32.90806,-22.48352,-15.76912,28.71680,comp
13.01722,2.69538,-7.55670,9.35570,-75.74800,95.46088,161.74260,-34.04087,-20.40540,-14.17635,28.74219,comp
13.03315,0.16217,-6.74273,7.13695,-121.68550,87.22650,190.96135,-35.89048,-17.58899,-15.00935,28.74805,comp
13.05714,1.10651,-7.81695,7.33019,-153.23237,70.75775,201.70354,-38.13267,-13.75110,-13.83650,28.72461,comp
13.07322,0.38092,-7.36480,6.45177,-192.20112,50.75775,215.06291,-38.87584,-14.11219,-12.61385,28.74414,comp
13.09752,-0.62396,-6.72222,6.00621,-200.45112,34.16400,197.98479,-40.75572,-10.28406,-11.04158,28.75195,comp
13.11305,-1.84977,-7.11741,3.58687,-190.78035,19.16406,172.77402,-43.79165,-7.54545,-6.22281,28.79883,full
13.13727,-2.67985,-6.18675,5.32808,-168.45222,11.29297,162.69589,-44.91860,-5.10599,-5.44400,28.70117,comp
13.15349,-3.89860,-7.46311,1.77534,-185.07722,4.07812,157.65292,-45.73110,-1.33256,-0.65884,28.74805,comp
13.17709,-2.82145,-7.48698,2.58491,-148.32722,3.72217,131.88730,-46.11831,-0.30131,0.53842,28.72461,comp
13.19958,-5.47185,-9.34245,5.67866,-161.05379,0.66162,129.80331,-46.15795,1.75534,2.92319,28.70508,comp
13.21731,-5.75432,-9.52848,1.68257,-255.42879,27.81787,99.72519,-47.28783,2.78073,4.93491,28.77734,comp
13.23318,-3.66643,-8.76579,2.10054,-262.54207,33.86865,80.11581,-45.88549,4.08932,10.14584,28.75586,comp
13.25721,-4.86857,-9.17131,1.18550,-265.81551,35.10693,63.85019,-44.08764,6.13815,12.11069,28.74414,comp
13.27310,-3.10490,-7.91838,-0.85942,-205.34676,35.96338,39.10019,-43.39526,5.36373,16.95053,28.74414,comp
13.29720,-3.09739,-9.92619,0.74605,-114.22176,13.18213,18.95956,-41.24487,5.97994,21.35288,28.75586,comp
13.31333,-4.25462,-11.43888,-0.81548,-91.51863,9.81104,-17.41544,-40.51879,6.31784,21.74716,28.74219,comp
13.33726,-4.41929,-11.68058,-1.61382,-115.25301,4.90479,-37.96231,-39.42016,5.24459,22.95419,28.76172,comp
13.35313,-4.85923,-10.45011,-2.45073,-165.94051,6.86182,-42.09512,-39.41701,3.83737,23.78281,28.73828,comp
13.37705,-5.08177,-7.83683,-2.69084,-191.40926,17.10400,-56.54044,-37.98439,4.48287,26.58359,28.73047,comp
13.39321,-2.72044,-6.43351,-1.50920,-163.39363,13.61768,-86.19669,-37.23097,2.39108,26.21030,28.79883,comp
13.41716,-2.55747,-6.26628,-1.40965,-127.01863,-9.10107,-107.49356,-34.70558,1.95797,30.63217,28.74023,comp
13.43312,-2.14146,-7.45671,-2.10106,-105.75301,-55.03857,-106.46817,-33.23097,0.89352,31.02182,28.74805,comp
13.45709,-4.76646,-12.97233,-4.34715,-85.23738,-65.35107,-133.28067,-31.41652,0.14694,33.44370,28.75195,comp
13.48959,-3.48618,-11.72135,-2.29051,-80.01082,-76.30420,-227.21817,-30.31496,-0.92045,34.25034,28.70703,comp
13.49752,-2.48667,-10.10124,-2.88670,-50.07332,-121.42920,-324.53067,-30.29857,-1.95560,33.46030,28.74414,comp
13.51297,4.69692,-5.85514,0.71290,33.86418,-145.47607,-324.12735,-27.73997,-3.39994,35.47202,28.72656,comp
13.53752,-2.22886,-4.80339,-1.70116,91.98918,-196.28857,-237.31485,-27.72926,-4.43998,35.09653,28.75586,comp
13.55384,-3.32359,-9.99479,-2.95995,127.55168,-255.00732,-184.87735,-28.10059,-3.38431,34.68027,28.68359,comp
13.57737,-3.85044,-7.25651,-0.32127,76.83293,-270.65576,-98.00235,-28.47095,-2.32963,34.25839,28.75000,comp
13.60137,-4.94615,-7.96550,-4.30565,88.62981,-194.59326,-118.62735,-30.33424,-0.23978,35.45371,28.73438,comp
13.61715,-0.60240,-12.59050,-1.86815,120.41106,-179.09326,-116.50235,-30.67774,0.50192,32.61777,28.75000,comp
13.64166,0.70229,-10.83854,-0.04100,68.66106,-173.91748,-62.31485,-31.41846,1.90914,32.19980,28.75000,comp
13.65704,-2.88951,-8.74089,-2.53710,-10.21394,-115.51123,-8.12735,-32.15870,2.61276,32.20153,28.71680,comp
13.68110,2.50893,-10.05339,-1.93211,20.34856,-103.83936,-36.08047,-32.17108,3.65377,32.58825,28.77930,comp
13.69799,2.27065,-9.22428,0.44093,42.98918,-132.35498,-23.19766,-33.27850,5.41940,31.77038,28.71680,comp
13.72126,1.16621,-10.97054,-0.87384,70.88476,-157.41655,-43.72758,-33.26399,6.84862,29.74316,28.71680,full
13.73760,0.23018,-9.93441,-0.02667,83.08788,-173.15874,-31.52446,-34.36848,8.26464,28.93017,28.75391,comp
13.76177,-0.20146,-10.10555,-1.39288,130.86913,-175.47710,-73.14946,-35.84211,9.67675,28.51489,28.73828,comp
13.77709,-2.13603,-14.73837,-3.58624,158.69726,-152.83647,-119.58696,-37.65364,9.37133,26.52172,28.76953,comp
13.80148,-1.49297,-11.02352,-2.05499,123.19726,-94.74272,-129.83696,-38.35725,9.42492,23.31079,28.72461,comp
13.81711,-4.04961,-13.14266,-4.11163,111.11132,-31.46147,-183.58696,-38.67561,6.67101,20.92993,28.77344,comp
13.84102,-2.93047,-14.67391,-4.05911,141.25195,29.44478,-299.83696,-41.58967,4.60656,20.58984,28.75391,comp
13.85694,3.51094,-14.43038,-0.33255,154.36913,61.91353,-403.71196,-41.88557,-0.58485,17.84961,28.78320,comp
13.88113,2.77364,-8.36788,2.04245,107.80663,63.98775,-406.33891,-42.18708,-6.48328,15.93652,28.75391,comp
13.89706,4.04610,-5.16671,1.74435,90.11913,67.64790,-431.10454,-40.28376,-12.04578,13.58496,28.75977,comp
13.92112,7.25508,-2.56124,4.56271,119.65038,48.67915,-453.19829,-38.38142,-19.37391,12.87304,28.71680,comp
14.32609,-0.06809,8.46549,-4.22610,113.38044,6.23661,-235.25043,24.97853,-19.34478,24.32141,28.73438,full
14.33735,-1.36985,8.05436,-4.48221,103.05231,32.58036,-266.34418,24.94407,-16.57134,25.48352,28.72070,comp
14.36147,-1.64353,7.27359,-5.25906,95.11091,53.84599,-309.40668,25.28270,-15.55669,27.48547,28.75195,comp
14.38507,0.20217,9.66617,-4.03055,108.21247,55.37138,-347.75043,26.72117,-12.43364,27.81946,28.67383,comp
14.40130,-0.41209,10.71988,-4.58328,142.52497,29.94950,-339.00824,25.95750,-9.64849,28.59924,28.69922,comp
14.41720,-2.17674,9.77652,-5.42898,166.13435,13.76200,-325.46918,26.60838,-5.89263,33.77112,28.69336,comp
14.44117,-4.42869,7.05191,-5.98953,164.94392,10.67216,-310.39105,25.12791,-2.72271,32.52014,28.66016,comp
14.46509,-5.66599,8.18766,-6.72781,152.31110,9.36845,-298.39105,23.63084,-0.99028,34.12659,28.69531,comp
14.49739,-6.69138,7.76090,-7.37576,168.88923,5.81181,-288.87543,21.73240,1.40229,38.55237,28.68164,comp
14.50547,-5.53709,6.04313,-6.47293,176.68610,-6.24288,-262.96918,21.36229,2.81245,37.71496,28.74609,comp
14.52131,-7.33103,4.35172,-7.90457,151.85798,-8.68233,-228.40668,18.75682,5.59956,39.31750,28.64453,comp
14.54517,-7.58836,4.06632,-7.58523,146.85798,-15.18624,-193.62543,15.80760,6.30806,40.15002,28.69727,comp
14.56136,-7.93455,3.31632,-7.59167,142.10798,-18.03390,-179.71918,12.12791,7.73091,40.15909,28.65039,comp
14.58507,-5.76267,2.99112,-5.54089,143.74079,-37.54952,-154.67230,9.88573,9.45063,42.97745,28.69336,comp
