t,ax,ay,az,gx,gy,gz,mx,my,mz,temp,src
4.77702,-8.48975,0.18532,-5.46215,205.25732,-109.29890,5.27827,17.29616,8.44547,36.87231,28.73828,comp
4.79320,-8.37469,1.49098,-5.56969,165.66357,-110.03035,13.75484,15.09304,8.81071,36.88337,28.75391,comp
4.81703,-7.99969,1.36135,-4.83678,153.21826,-121.68660,41.58296,12.86452,10.19938,38.49176,28.74609,comp
4.83299,-8.43768,2.87502,-4.08727,114.78076,-140.48347,90.33296,11.00710,12.64860,38.86896,28.77734,comp
4.85704,-11.14081,0.52931,-5.49645,72.12451,-155.37410,121.81734,9.15847,14.40739,38.86632,28.75195,comp
4.87688,-11.37994,1.80861,-6.82946,7.68701,-132.85847,122.18379,10.26394,15.81852,37.22472,28.74609,comp
4.89712,-9.37799,7.67580,-4.27868,-7.68799,-120.89754,130.60567,11.37624,15.82834,36.00890,28.77344,comp
4.91306,-10.10895,7.16994,-4.04943,-12.50439,-147.67879,203.16817,13.56569,18.26388,35.12901,28.75977,comp
4.93704,-13.96051,5.22658,-8.22130,-39.05127,-153.05379,237.04317,14.66140,19.30881,34.70909,28.74805,comp
4.95298,-11.65582,5.56935,-10.81896,-49.05908,-91.55379,223.98848,17.25124,18.61398,33.06847,28.76172,comp
4.97711,-9.01129,5.47774,-5.62755,-34.16846,-56.21004,228.98848,20.20046,18.26047,31.83409,28.81250,comp
4.99377,-7.73102,5.27205,-3.52794,-32.76318,-68.64754,247.22285,21.68874,16.16281,31.45396,28.76758,comp
5.01693,-7.65521,6.70565,-4.01232,-80.07568,-75.12019,282.84785,22.78151,16.14264,32.24986,28.74805,comp
5.04114,-7.40008,7.87752,-5.40880,-113.35693,-56.32332,312.75410,25.72878,15.07916,31.83287,28.71680,comp
5.05720,-11.65399,7.85535,-6.15538,-110.00732,-17.54207,276.25410,30.17409,12.28424,29.81529,28.72461,comp
5.08087,-7.17352,7.38635,-3.16124,-69.28857,17.95793,179.25410,32.04226,9.49713,28.62584,28.77539,comp
5.09719,-4.73602,9.32483,-1.62804,-60.53076,19.92961,176.49239,33.54616,7.06744,27.04967,28.77148,comp
5.12104,-5.00629,11.38343,-0.63195,-77.04639,16.57805,202.35176,34.32058,3.94440,25.46861,28.76758,comp
5.13700,-5.46893,8.70569,-5.97179,-113.79639,43.76555,224.39864,36.17409,2.54693,24.66490,28.75781,comp
5.16148,-5.18060,8.37952,-2.74718,-135.51514,79.14055,234.71114,36.95144,-0.92572,23.09459,28.78516,comp
5.17700,-3.43549,8.96106,-2.40123,-144.32764,86.34758,200.58614,36.62746,-2.27142,19.88951,28.72656,comp
5.20132,0.01178,9.01898,-0.48326,-94.57764,71.19914,164.49239,37.76223,-6.46674,19.95201,28.73828,comp
5.21712,-1.21283,7.57855,-1.03356,-125.46826,60.48039,190.57051,37.42458,-7.12641,17.54185,28.80273,comp
5.24106,-2.88177,4.04535,-3.77379,-207.34326,93.85539,228.50801,37.49691,-12.66937,14.80357,28.74414,comp
5.25699,-0.91400,5.13031,-3.31163,-232.34326,143.60539,211.96114,37.20052,-15.38617,10.01060,28.73438,comp
5.28103,1.33895,4.91545,0.57120,-230.97035,186.64365,194.70062,35.43057,-18.10427,5.63279,28.76562,full
5.29700,1.30425,5.81389,3.22354,-224.43129,179.89365,217.73187,34.38858,-20.83474,2.05662,28.73438,comp
5.32105,0.23785,5.42424,3.87198,-239.82191,183.48740,244.79437,32.60244,-22.86599,-1.11916,28.77930,comp
5.33716,0.32177,3.60686,6.54385,-259.47816,173.26865,234.45844,29.75088,-25.19216,-7.50588,28.76562,comp
5.36132,0.34551,3.67351,6.87491,-301.41566,156.34677,197.39594,25.76846,-27.20193,-11.06252,28.78320,comp
5.37702,4.99395,4.81413,5.72647,-279.46254,162.23349,142.58344,23.24502,-27.11770,-15.47658,28.77930,comp
5.40097,2.06817,4.74687,3.48038,-229.52504,172.03818,165.05219,20.70205,-27.76613,-17.45608,28.73242,comp
5.41738,-0.93183,2.04961,5.98624,-200.99379,201.86630,224.95844,15.61221,-27.30691,-22.24904,28.75391,comp
5.88107,-2.52361,7.56720,3.44534,311.24115,-122.74833,-70.64375,36.62854,-2.43026,-16.81895,28.71680,full
5.90501,-2.20012,8.64728,1.61917,317.64740,-145.99833,-59.97188,39.16565,-3.55526,-12.79552,28.72461,comp
5.92141,-5.59661,9.44366,0.13089,350.05365,-142.76591,-46.05782,39.44690,-1.91952,-5.56505,28.73242,comp
5.94519,-8.81340,10.93683,-0.72995,391.17865,-136.66434,-51.54610,40.49084,-2.01076,0.07167,28.77344,comp
5.96114,-7.85930,8.96026,-1.16989,449.27240,-129.03934,-75.15547,40.41510,-0.70998,6.50527,28.74219,comp
5.98529,-6.60833,6.88019,0.07718,469.60052,-114.70341,-87.91328,37.74322,1.62791,14.96620,28.71875,comp
6.00101,-5.82561,2.61456,0.60257,421.85052,-109.02763,-56.49141,37.71115,1.58073,18.19472,28.74609,comp
6.02547,-6.33098,2.49774,0.39908,337.28802,-132.91825,-34.58516,32.84396,3.23795,26.69472,28.75391,comp
6.04123,-7.17229,1.83514,-2.03842,281.63177,-175.48075,4.50859,30.23654,4.25749,29.94277,28.75000,comp
6.06496,-8.86663,0.57342,-2.99985,229.63177,-191.76200,27.28984,27.97091,7.35514,33.95058,28.68945,comp
6.08108,-9.62298,1.38543,-4.54965,172.31927,-183.01200,15.49297,26.09689,8.72331,36.77284,28.73438,comp
6.10516,-7.04876,2.52508,-3.17856,132.81927,-161.90263,11.24687,23.14572,10.83854,36.76972,28.70117,comp
6.12121,-6.10393,5.18719,0.23941,90.25677,-184.21513,40.12187,23.14249,12.24577,35.93427,28.75195,comp
6.14520,-9.36565,5.40753,-1.78793,52.85052,-237.93388,97.90312,22.04386,14.02116,34.29267,28.72656,comp
6.16126,-13.01018,6.15802,-6.68637,9.35052,-224.84013,141.74687,20.57218,16.14420,33.07001,28.76562,comp
6.18507,-10.71721,10.95880,-5.96371,28.35052,-180.77763,158.63750,21.66691,17.89225,32.21845,28.72852,comp
6.20088,-9.14104,10.85882,-2.62973,83.41302,-176.91434,197.48125,22.41251,18.96256,30.17743,28.71484,comp
6.22531,-8.82415,10.18597,-3.61557,73.08490,-168.60184,269.66875,23.53556,18.63542,28.15986,28.72461,comp
6.24122,-10.97063,8.04339,-2.43588,59.03021,-164.27763,304.70000,25.35685,19.30827,28.94208,28.70312,comp
6.26503,-10.44182,4.04535,-5.55112,46.18646,-131.59013,260.51250,26.11515,17.22038,28.15595,28.73438,comp
6.28113,-7.63909,4.09698,-3.63412,34.88177,-94.02763,206.60625,26.12631,15.82487,28.17808,28.70117,comp
6.30497,-5.61565,7.36065,-1.76889,17.35052,-94.57304,212.91875,26.86947,15.12663,27.77329,28.73242,comp
6.32095,-7.27385,10.48956,-3.56576,-30.36823,-82.22929,266.60625,29.07846,13.00553,28.59067,28.74219,comp
6.34554,-6.15764,12.21515,-2.08920,-54.02448,-61.63554,311.35625,33.11752,11.21256,29.79185,28.69922,comp
6.36104,-5.80340,14.25616,-0.74057,-42.18073,-70.49491,335.77812,33.51156,8.77897,29.01499,28.76172,comp
6.38504,-9.52019,8.07647,-2.41537,-25.64948,-73.11796,308.99687,34.65317,5.65397,27.44468,28.71094,comp
6.40108,-5.62371,6.78937,-2.82602,-21.25494,-33.21171,204.68437,34.32065,2.88249,26.28257,28.79883,comp
6.42527,-1.76043,8.61065,-4.19711,-38.87994,-6.66483,175.57500,35.79526,1.47038,26.69785,28.74023,comp
6.45766,-2.52361,9.37677,-4.14862,-65.50494,27.77267,238.79375,35.11117,-1.27572,23.91269,28.72461,comp
6.46547,1.13850,12.27325,-1.40643,-32.25494,39.92110,232.54375,37.33383,-4.43783,24.34751,28.74414,comp
6.48114,1.94643,11.78129,3.37472,13.45069,-0.12894,233.61612,35.53216,-8.25605,24.03531,28.75391,full
6.50497,0.96889,7.89457,0.55246,-24.48681,-38.62894,213.17862,34.80560,-9.65254,24.46842,28.71094,comp
6.52087,-4.78111,2.83207,-6.99051,-102.04931,-6.89457,242.77237,33.38470,-13.45722,22.93033,28.79297,comp
6.54513,1.09389,2.91996,-5.10379,-139.86181,105.98043,161.52237,32.32122,-15.51191,20.96061,28.76172,comp
6.56109,6.21499,4.82621,-0.19754,-136.50634,141.23043,134.06924,32.01312,-17.89277,16.95670,28.72070,comp
6.58526,1.51967,6.67094,-0.09116,-153.10009,149.95700,165.80362,31.67645,-19.61152,15.37760,28.73828,comp
6.60123,-1.17564,5.90189,0.13467,-196.72509,179.42575,142.55362,31.36248,-21.64863,11.78385,28.74414,comp
6.62528,1.61538,6.84574,-0.57822,-234.13134,245.61325,133.88956,31.06463,-23.66230,6.57682,28.73438,comp
6.64528,4.99819,5.02152,6.46475,-166.00634,264.09762,104.10831,29.32147,-26.34004,-0.21615,28.72461,comp
6.66506,6.91616,5.34647,9.59951,-156.79540,229.81637,74.45206,27.89764,-27.32246,-3.81967,28.72656,comp
6.68910,5.65444,5.34373,9.86636,-181.32665,202.91012,115.07706,26.46600,-27.25776,-7.43686,28.70898,comp
6.70499,0.18960,4.92991,6.03237,-233.20165,211.51168,176.23331,23.21795,-27.86030,-12.23764,28.74023,comp
6.72124,-2.49400,3.25511,6.22183,-215.15478,242.63668,157.45206,23.58538,-27.50752,-12.64779,28.73438,comp
6.74855,-1.36704,0.79026,9.41714,-161.84228,298.26168,106.07706,21.79730,-26.71894,-17.88607,28.71680,comp
6.76105,2.58608,2.78147,11.80581,-143.70165,304.99606,64.95206,20.34808,-25.97480,-20.30404,28.75000,comp
6.78508,1.18081,2.87608,10.69937,-134.36572,294.68356,91.23331,18.88421,-23.84004,-22.34115,28.73438,comp
6.80928,-3.55357,-0.82119,8.72378,-123.88134,307.79293,108.93643,13.79437,-20.19941,-30.01303,28.74609,comp
6.82495,-5.90513,-0.51357,7.70132,-94.22509,329.33981,67.87393,12.33929,-18.75703,-32.44467,28.70703,comp
6.85123,-3.90806,1.61533,11.42984,-38.88134,358.55856,42.85831,10.50433,-14.15547,-36.11654,28.72461,comp
6.86504,-3.83384,3.02256,12.69644,-28.99072,334.35543,44.92862,9.39788,-9.91718,-39.00912,28.73047,comp
6.88906,-5.37095,2.99796,11.92153,4.13428,308.12106,11.64737,9.02948,-5.67890,-42.30014,28.71680,comp
6.90493,-3.66587,3.15604,10.84829,62.04053,309.75973,-49.00888,8.97967,-0.45625,-41.57162,28.74805,comp
6.92902,-2.76499,3.36869,13.54751,94.88428,269.35348,-55.06747,8.61810,-0.09272,-42.38070,28.68359,comp
6.94574,-3.11778,3.74906,12.10903,53.88428,221.38473,-28.00497,11.47552,6.12603,-39.69320,28.74219,comp
6.96906,-4.88145,4.78031,8.49185,64.96241,188.13473,-7.41122,11.82098,10.32525,-40.96078,28.74219,comp
6.98491,-6.46739,6.65922,8.15127,87.22803,176.65035,24.07315,13.25555,12.38189,-39.38656,28.66797,comp
7.00930,-7.98985,5.30668,6.38272,117.29053,188.54098,65.79190,14.32977,14.10064,-38.21957,28.73242,comp
7.02500,-8.79307,5.38761,5.65420,167.75928,195.87692,70.53409,16.50164,16.15923,-37.06137,28.65625,comp
7.05577,-9.56407,4.87980,6.08609,194.96241,199.33785,76.57315,17.95282,17.18267,-36.28256,28.68164,comp
7.06501,-9.52332,4.11906,5.80313,187.79444,187.51754,71.83096,21.57000,19.19634,-32.72982,28.67188,comp
7.08902,-6.90384,4.24381,5.81200,165.29846,174.66393,73.22765,24.11310,20.21106,-31.17453,28.71875,full
7.10526,-5.27591,4.12278,5.68114,123.48596,167.21861,113.04015,25.19806,20.17978,-29.57492,28.69141,comp
7.12908,-9.76029,3.48020,1.07957,83.36096,156.56236,130.47765,26.28889,19.80331,-28.36496,28.68359,comp
7.14521,-6.16849,4.75852,0.47069,108.57971,144.02330,119.53234,29.54670,20.41903,-24.38253,28.70312,comp
7.16951,-6.23307,6.75754,-1.48927,210.89221,87.83580,148.12609,32.08381,19.64804,-20.76339,28.72852,comp
7.18504,-7.10123,7.31809,2.47362,265.95471,65.14830,134.65734,33.53303,18.90341,-18.34542,28.70117,comp
7.20951,-6.48160,6.97410,1.22948,284.89221,55.93736,101.03234,36.43342,19.53720,-15.56027,28.68555,comp
7.22507,-5.67105,5.77000,-0.51466,327.67346,45.38268,81.01672,37.49689,16.64853,-9.47433,28.68164,comp
7.24926,-7.87613,5.37815,0.45116,372.51721,15.42955,51.96984,40.39338,16.21762,-5.46261,28.72266,comp
7.26530,-6.81265,4.39231,-0.90041,369.34534,-23.50795,22.79797,41.42853,15.76059,1.39286,28.74023,comp
7.28893,-5.96060,4.07493,-3.56838,330.59534,-19.23842,10.35265,41.38389,14.63656,6.65067,28.74609,comp
7.30513,-5.17984,5.88743,-5.95900,284.84534,1.99596,17.67297,38.79209,13.91635,9.51004,28.74023,comp
7.32911,-5.74478,6.22678,-6.39064,291.55627,4.13072,36.15734,38.75120,13.50302,13.95536,28.72852,comp
7.34495,-6.24015,5.38743,-5.57863,321.08752,-50.58803,45.43078,36.87327,12.74667,18.81473,28.72656,comp
7.36906,-8.71671,3.91086,-5.27174,390.65002,-101.36928,60.68859,35.00315,12.70801,22.46708,28.75000,comp
7.38502,-10.85929,3.43577,-6.16432,282.08752,-49.27553,63.92297,31.29026,12.31714,27.35770,28.74023,comp
7.40911,-7.60929,3.12351,-6.54030,292.27502,-51.16713,73.99328,29.44065,11.24975,29.82450,28.74414,comp
7.42527,-6.18546,1.47019,-4.53053,335.27502,-65.14369,61.11828,25.73948,11.23045,33.09012,28.69336,comp
7.46538,-8.88468,-0.82668,-2.80592,322.09534,-97.83119,57.45617,22.04026,11.92088,35.53739,28.76172,comp
7.47338,-8.07364,-2.40188,-5.96217,260.34534,-140.54994,16.51867,19.05588,12.93065,39.58036,28.73828,comp
7.48922,-4.89200,-1.72170,-5.06520,220.81409,-156.53432,42.50304,15.37034,15.05174,39.57841,28.70898,comp
7.50509,-5.46573,0.21482,-3.71755,196.72034,-182.83119,76.59679,12.80198,16.12987,38.78105,28.71680,comp
7.52917,-7.84073,0.55002,-2.32985,167.00159,-200.64369,141.22179,10.95041,18.23729,38.77913,28.69531,comp
7.54499,-10.53995,2.36057,-3.79958,115.12659,-206.37807,186.06554,10.95386,20.36033,36.72248,28.69141,comp
7.56912,-11.25675,2.62839,-2.33180,105.79065,-172.40932,176.05773,10.20093,21.74901,37.50862,28.71094,comp
7.58518,-11.10257,1.47898,-2.34089,74.49377,-152.33119,147.44836,10.20839,23.87791,35.04963,28.77930,comp
7.60909,-10.05374,3.25339,-5.21980,45.07190,-153.06068,142.80383,9.48133,24.59862,33.83088,28.74023,comp
7.62519,-10.13358,4.28562,-6.07331,108.25940,-148.00209,174.46008,11.32313,25.65526,32.18733,28.77930,comp
7.64905,-11.32987,4.35300,-4.93952,86.21252,-104.50209,204.99133,11.31695,27.41307,31.36360,28.74805,comp
7.66492,-8.45877,5.60886,-3.79401,103.40002,-52.28334,218.34289,12.77886,27.04124,32.16096,28.71680,comp
7.68902,-6.90968,5.33010,-1.01289,71.71354,-55.35218,283.72787,13.88733,25.63402,32.59637,28.74414,full
7.70496,-8.13624,7.67971,-1.73457,43.55729,-71.64906,369.66537,16.44397,25.95287,33.38251,28.72656,comp
7.72908,-12.29640,7.58242,-1.26289,24.41666,-75.49086,439.22787,19.02990,24.19408,32.97479,28.72070,comp
7.74505,-14.36085,6.76358,-3.12812,2.88541,-54.45961,421.11850,24.22522,20.00267,30.55682,28.76562,comp
7.77246,-12.05616,7.19522,-3.22114,-9.13802,-19.49086,372.21225,25.35998,16.16088,30.20306,28.74805,comp
7.78490,-7.09522,7.90371,-3.07161,-24.88021,13.25914,354.35287,27.94787,13.69798,30.21038,28.74414,comp
7.80969,-2.85304,8.26919,-2.79402,-54.41146,18.03258,385.69662,30.20178,9.17064,28.64593,28.70508,comp
7.82502,-3.44972,6.73110,-3.19123,-62.97396,18.28820,381.55991,29.84484,7.42259,29.08075,28.73438,comp
7.84909,-2.74806,10.01821,-0.02131,-105.72396,33.10070,359.79428,31.00305,2.20384,27.53387,28.77539,comp
7.87298,-2.88624,10.81411,-2.98811,-115.21615,17.11632,300.98178,32.49817,-1.29616,27.57415,28.72070,comp
7.88900,-0.14405,7.92739,-5.35920,-100.32552,58.14757,256.32553,33.65832,-5.10084,24.80853,28.70312,comp
7.91291,1.30224,6.94692,-3.56428,-128.16927,107.96007,289.82553,33.33117,-9.62819,24.47210,28.71484,comp
7.92951,0.11669,7.42788,0.86541,-167.63802,150.80382,300.79428,32.32043,-16.19459,20.96624,28.75000,comp
7.95295,2.81005,8.69448,2.37810,-170.89779,142.98742,247.54428,31.61340,-16.50245,18.55804,28.74414,comp
7.96921,3.44823,9.89468,2.55645,-172.12435,119.70617,257.13803,30.96936,-21.65870,13.80023,28.74219,comp
7.99292,2.80370,7.77358,0.63848,-185.63216,134.65148,285.57553,29.52111,-23.03175,13.03363,28.76172,comp
8.00919,1.48144,4.62515,-1.30976,-190.39779,172.52648,297.12241,26.27502,-26.81105,10.71331,28.73047,comp
8.03313,0.50048,2.19351,0.76055,-182.01498,241.02648,268.93491,24.87268,-29.88136,6.74652,28.72461,comp
8.04902,2.27099,-0.36899,4.64141,-176.06966,282.21398,226.40366,21.62658,-31.88917,2.77386,28.67383,comp
8.07961,4.64989,-0.63657,10.74297,-189.71029,282.18917,184.90366,19.49182,-33.54152,-2.42145,28.73438,comp
8.08898,6.26806,3.77749,10.97112,-206.25716,252.23604,156.52866,14.06604,-33.38661,-10.03473,28.77539,comp
8.11311,6.42882,4.15664,9.34905,-164.88216,234.34542,101.87241,12.98596,-33.34904,-12.04059,28.73828,comp
8.12905,5.35754,0.09805,7.99749,-117.47591,216.92354,48.30991,9.37658,-33.23350,-18.06012,28.73828,comp
8.15307,4.69347,-1.12656,9.19964,-119.33822,210.56807,30.76303,7.94006,-32.47032,-21.68317,28.75977,comp
8.16928,2.83117,-1.19138,8.46135,-143.51009,219.63057,58.37241,6.49084,-30.66661,-24.92145,28.75195,comp
8.19315,-0.76453,0.02737,6.29534,-139.36166,234.94307,73.07553,3.94983,-29.54747,-28.54840,28.71289,comp
8.20895,1.74328,3.49807,12.06487,-70.79916,253.61495,83.74741,2.13440,-27.38731,-32.19098,28.73047,comp
8.23300,0.88390,2.24221,12.22222,-60.47884,253.37093,101.55991,1.02893,-24.20958,-34.24958,28.72266,comp
8.24899,-1.14539,-0.14841,11.56206,-36.55697,244.64437,64.21616,-0.42615,-21.70958,-37.49762,28.73633,comp
8.27322,-0.09559,0.63040,12.24370,7.50553,242.57015,2.09116,-1.53553,-18.53770,-39.14997,28.78125,comp
8.28900,0.04004,-0.15895,12.07168,13.14567,238.76280,-1.61365,-1.17849,-15.73556,-41.23828,28.75781,full
8.31320,-1.34766,0.14403,11.50137,-6.68246,222.48155,34.32385,-1.56277,-11.52072,-42.91504,28.73047,comp
8.32894,-3.72852,1.73094,9.98867,4.66911,192.70030,57.02697,-1.55928,-8.33908,-45.78027,28.72852,comp
8.35326,-5.24805,3.75633,8.97207,41.70036,189.95421,59.40588,-1.59493,-4.86251,-45.02392,28.76562,comp
8.36891,-6.37403,5.16551,8.52529,105.82536,207.82921,61.41955,-1.60549,-2.05392,-46.28369,28.74414,comp
8.39319,-6.06763,4.72752,10.28408,191.76286,224.06358,66.78674,2.02928,1.04764,-45.56933,28.73438,comp
8.40898,-4.46118,4.74232,11.36611,226.98161,213.63390,73.56018,4.22654,2.43827,-46.41601,28.72070,comp
8.43295,-3.31177,5.46790,11.89150,251.87223,173.32140,102.10705,8.19725,6.90311,-43.71093,28.72266,comp
8.46523,-5.30396,3.71986,13.02627,247.05973,125.66515,116.63830,12.22459,7.21634,-43.36377,28.68359,comp
8.47360,-4.96070,4.25794,11.57705,213.74723,64.41515,108.40393,15.50194,7.85843,-41.38134,28.74219,comp
8.48940,-5.79370,5.47865,4.54189,202.13786,5.60265,105.84143,17.34764,6.44925,-41.38248,28.68555,comp
8.51315,-6.42701,5.34486,-0.35264,291.70036,-7.84267,91.31799,18.79393,7.11234,-39.79459,28.71680,comp
8.52898,-4.75220,5.68421,2.41103,385.57536,-14.73720,69.47424,25.00096,3.84086,-34.15396,28.73633,comp
8.55299,-2.75220,6.44788,6.35830,417.26286,-9.18642,72.87658,28.99705,3.39701,-29.75943,28.67773,comp
8.56920,-2.38990,6.19923,6.88613,375.16911,-20.57704,109.53283,33.73143,1.18998,-24.52896,28.74805,comp
8.59312,-4.21607,7.73243,4.33144,330.51286,-51.37392,112.23400,35.50975,0.03470,-18.07193,28.70117,comp
8.60917,-5.79322,9.07227,3.32070,309.59098,-90.81142,80.31213,36.59861,-2.46334,-14.81803,28.77344,comp
8.63312,-5.01099,10.49903,-0.49375,318.97379,-118.78017,28.74963,37.68065,-3.90963,-11.98014,28.70117,comp
8.64910,-4.75977,10.90137,-1.25401,404.03629,-122.48524,1.48400,39.09373,-3.64840,-6.75748,28.76367,comp
8.67322,-3.01660,10.42310,1.79678,409.03239,-124.66493,-1.30896,40.14061,-4.08834,-1.11686,28.70117,comp
8.69700,-3.30957,8.33326,0.57510,386.86051,-140.77431,17.25354,38.61717,-5.21823,5.36752,28.71094,comp
8.71308,-3.02759,7.55396,0.86953,386.08805,-175.61806,16.71740,36.68065,-4.64791,15.05502,28.73438,comp
8.73700,-1.82740,8.40015,0.48501,397.35368,-244.36806,35.82678,34.39744,-3.34127,22.32064,28.74023,comp
8.75325,-6.43286,6.54078,-1.10191,388.36930,-263.18056,86.85803,30.66697,-2.69821,27.99643,28.69922,comp
8.77711,-10.42310,3.98804,-0.67954,340.02555,-217.02431,54.32678,28.80174,-1.31832,30.01010,28.71680,comp
8.79688,-6.18872,4.56617,-1.39829,275.71305,-186.72743,-20.67322,24.37596,-1.32024,32.47494,28.73047,comp
8.81701,-5.39868,2.88355,-2.79966,266.28336,-191.56728,-48.11072,21.00682,2.49031,36.07846,28.74023,comp
8.83293,-7.42017,-0.43676,-2.88053,253.04118,-208.72353,-18.26697,17.65330,5.96882,38.47689,28.70508,comp
8.85710,-8.62720,-0.34454,-4.21647,184.97868,-195.64540,-5.86853,12.48924,8.79304,38.88241,28.69531,comp
8.87311,-8.88941,1.75507,-5.46940,128.25993,-165.52040,1.70178,10.99217,11.93953,39.25741,28.74023,comp
8.89974,-9.62188,4.17605,-5.35733,103.73610,-138.13667,21.87438,8.41346,13.71278,39.28633,28.72461,full
8.91311,-8.30841,2.50515,-4.90957,76.29860,-113.48042,50.15563,8.75550,15.79286,40.06269,28.73438,comp
8.93701,-6.98126,7.07546,-2.82754,26.07985,-107.32808,107.84313,8.02503,16.86317,38.84980,28.73047,comp
8.95317,-9.66681,8.13113,-4.69180,-0.10765,-114.82808,165.74938,9.86585,17.56434,37.60371,28.71289,comp
8.97711,-11.05352,5.10769,-5.41885,-1.95628,-112.81050,181.28844,9.85516,18.95887,37.56337,28.71875,comp
8.99327,-8.49298,5.61404,-1.49697,-50.39378,-111.07808,171.76500,12.42743,20.36024,35.91981,28.68750,comp
9.01698,-7.82501,7.21755,-5.43643,-88.70628,-114.43550,186.13219,14.99383,19.98646,36.30848,28.72266,comp
9.03308,-8.11480,8.07302,-5.52688,-78.09691,-103.96675,203.06969,17.59344,20.01414,33.05458,28.71094,comp
9.05761,-8.22400,8.88991,-6.80813,-64.73753,-72.90425,232.30407,20.16766,19.29685,33.03933,28.73633,comp
9.07301,-8.91150,10.09206,-4.46633,-30.64378,-45.26363,273.74157,23.11298,17.87889,33.03138,28.70898,comp
9.10364,-11.67712,10.19942,-4.15506,-14.40941,-33.36519,273.80266,24.24481,16.50389,31.01966,28.71094,comp
9.11332,-10.38806,10.38985,-4.20144,-34.30003,-9.69331,274.22966,26.12079,12.31639,30.26039,28.68359,comp
9.13699,-7.13220,10.88985,-5.73269,-50.95628,29.83794,280.81951,28.34149,10.21092,29.85243,28.75391,comp
9.15314,-4.04626,10.88392,-4.18875,-6.42503,31.42485,287.34685,28.34779,8.45506,30.69715,28.76562,comp
9.17699,-3.98391,7.22767,-2.01882,18.59059,27.03032,277.40154,29.11927,3.20896,31.17591,28.69336,comp
9.19328,-2.92727,7.80873,-3.98464,-24.47191,47.04594,239.33904,30.96791,1.45017,31.18478,28.74609,comp
9.21746,-2.13479,8.62611,-3.69656,-45.94066,74.87407,211.63591,29.16615,-1.66506,30.44650,28.72266,comp
9.23296,-3.56546,9.06068,-6.42898,-97.00316,120.49907,209.86541,32.12904,-4.11819,29.64816,28.70312,comp
9.25731,-3.30154,8.29994,-6.51022,-73.20628,173.40532,190.64666,31.07826,-8.27444,28.11203,28.76953,comp
9.27307,-1.75857,9.94056,1.43509,-68.74925,182.06938,161.59978,31.84144,-11.41506,27.75558,28.74609,comp
9.29724,1.27463,7.85463,1.52219,-107.24925,153.56938,156.47478,32.22718,-12.80178,26.96261,28.72852,comp
9.31335,1.54807,6.15248,-0.23464,-141.84300,145.38969,140.00603,31.56849,-16.56936,22.59542,28.69336,comp
9.33711,3.67111,6.33204,-0.37332,-199.06175,166.24907,165.63103,32.37416,-19.99904,18.20480,28.73828,comp
9.35303,4.19748,6.84816,1.07981,-222.79613,161.46391,179.34978,29.86830,-22.71194,14.24386,28.71875,comp
9.37736,2.24240,5.80812,2.51047,-192.93675,140.02641,158.02166,29.55116,-24.40041,10.64230,28.72070,comp
9.39301,1.15842,5.57167,1.15012,-199.44066,131.96391,126.17791,28.86903,-25.73147,6.64230,28.75391,comp
9.41704,4.51389,4.16151,3.46067,-215.56566,153.76079,105.74041,27.78993,-26.39748,5.05246,28.74805,comp
9.43299,8.70139,1.29042,5.97825,-265.37816,167.35454,133.77166,26.75379,-28.41115,0.25558,28.73438,comp
9.46531,5.94162,4.18690,7.02317,-291.12816,119.35454,146.05291,24.96669,-29.74026,-3.33231,28.70898,comp
9.47373,6.67209,7.51307,6.17112,-262.31566,108.48735,138.76384,22.80653,-29.66427,-7.34403,28.73047,comp
9.49703,4.36192,5.83234,8.59580,-236.43098,88.71542,145.03894,18.82952,-30.27592,-12.15755,28.70312,full
9.51356,3.84044,3.35188,7.34385,-249.91536,84.17636,124.02332,16.30218,-31.25638,-15.34310,28.72070,comp
9.53700,8.21935,-0.74969,9.98643,-254.07552,88.33261,96.36707,13.76311,-31.89896,-17.72591,28.68359,comp
9.55298,6.31505,0.63801,9.02793,-283.80989,65.22324,99.33777,10.47601,-30.08744,-20.54232,28.70508,comp
9.57715,4.32482,2.07746,7.97813,-272.95052,49.37949,119.88464,8.29046,-30.04734,-22.13509,28.76172,comp
9.59302,2.45860,0.21613,9.80820,-262.88802,60.40292,128.01746,3.54827,-31.73777,-23.26693,28.71875,comp
9.61710,3.20665,1.02717,9.15244,-263.12849,78.30917,124.13660,0.62640,-30.28464,-25.68099,28.71875,comp
9.63297,3.56432,2.99494,8.06260,-246.56599,100.66855,175.13660,-3.78767,-29.56492,-24.84017,28.67773,comp
9.65711,2.09850,1.65314,6.49131,-223.94099,119.38730,244.57410,-8.17829,-28.45554,-26.82650,28.71875,comp
9.67307,1.54820,-3.42498,8.36533,-190.15974,130.82480,267.55847,-12.58454,-26.66550,-27.61019,28.74805,comp
9.69708,2.60094,-5.18182,9.10410,-160.12849,123.79355,212.83972,-17.38142,-23.14011,-27.62485,28.73828,comp
9.71296,2.42796,-5.76727,9.70274,-130.47224,102.74667,145.46472,-19.60603,-20.68699,-27.23496,28.68359,comp
9.73711,2.71117,-6.96746,11.06992,-142.56599,81.34042,120.15222,-21.82478,-18.57761,-27.24828,28.74414,comp
9.75346,3.13573,-4.10613,8.21641,-221.44099,58.02792,158.83972,-25.51228,-17.16550,-26.42601,28.73242,comp
