t,ax,ay,az,gx,gy,gz,mx,my,mz,temp
11.7446,0.1243,1.1066,-9.7725,-0.0379,-0.0069,0.0346,-7.6622,32.8162,22.1037,31.5430
11.7683,0.1470,1.1090,-9.7790,0.0231,0.0541,-0.0874,-7.3458,31.6629,22.9445,31.5449
11.7847,0.1082,1.1084,-9.7696,0.0231,-0.0069,0.0956,-7.3249,32.4398,22.1042,31.5078
11.8086,0.1268,1.1181,-9.8037,0.0231,-0.0069,0.0956,-8.0344,32.0142,23.7594,31.5605
11.8338,0.1230,1.1063,-9.7849,-0.0380,-0.0069,0.0346,-6.6496,32.8184,22.5007,31.5781
11.8484,0.1409,1.1299,-9.7712,0.0840,0.0541,-0.0264,-6.3235,32.4198,23.3102,31.5586
11.8645,0.1427,1.1306,-9.7786,0.0231,-0.0069,0.0346,-7.3537,32.7694,24.1369,31.5684
11.8883,0.1297,1.1252,-9.7950,0.0231,0.0541,-0.0264,-7.3481,32.7803,23.7323,31.5645
11.9051,0.1337,1.1120,-9.7534,0.0231,-0.0068,-0.0264,-7.3328,33.1807,22.9106,31.5508
11.9361,0.1279,1.1062,-9.7983,0.0231,-0.0680,0.0345,-7.0115,32.4049,23.7358,31.5449
11.9443,0.1268,1.0993,-9.7817,0.0841,0.0541,0.0345,-6.6748,32.0291,23.7393,31.5684
11.9691,0.1312,1.1119,-9.7626,0.0231,-0.0069,0.0345,-7.6724,33.1766,22.9131,31.5742
11.9847,0.1421,1.1148,-9.8129,0.0230,-0.0069,0.0346,-8.3618,32.7794,23.3386,31.5508
12.0092,0.1424,1.0992,-9.7965,0.0231,-0.0681,0.0346,-8.0356,32.0152,23.7625,31.5312
12.0249,0.1185,1.1057,-9.7893,0.0233,-0.0068,-0.0873,-6.6792,31.6507,23.7517,31.5449
12.0484,0.1100,1.1211,-9.7968,0.0231,-0.0069,-0.0264,-7.3520,31.6521,23.3491,31.5039
12.0644,0.1272,1.1129,-9.7875,0.0231,-0.0068,-0.0264,-7.3612,32.0112,24.1553,31.5508
12.0884,0.1404,1.1312,-9.7927,0.0838,-0.0067,-0.0264,-7.6729,32.4283,22.5237,31.5723
12.0967,0.1404,1.1312,-9.7927,0.0838,-0.0067,-0.0264,-7.6729,32.4283,22.5237,31.5723
12.1043,0.1376,1.1395,-9.7809,0.0228,-0.0067,0.0346,-7.6904,32.3963,23.7405,31.5293
12.1284,0.1457,1.1324,-9.7970,-0.0372,-0.0069,-0.0264,-7.6675,33.5535,22.8973,31.5547
12.1445,0.1239,1.1198,-9.7718,-0.1584,-0.0061,0.0346,-7.6848,32.4070,23.3362,31.5449
12.1691,0.1512,1.1151,-9.8007,-0.0372,-0.0086,-0.0256,-6.9988,32.4249,22.9200,31.5645
12.1846,0.1245,1.1394,-9.7950,0.0840,-0.0069,-0.0875,-7.0009,32.7930,23.3152,31.5762
12.2083,0.1307,1.1057,-9.7813,0.0226,-0.0679,0.0952,-7.6631,32.8173,22.1072,31.5430
12.2243,0.1274,1.0916,-9.7757,0.0196,0.0524,-0.0230,-8.0088,32.8028,22.5179,31.5762
12.2485,0.1254,1.1044,-9.8064,0.0230,-0.0069,-0.1468,-8.0157,32.7937,22.9287,31.5273
12.2641,0.1213,1.1040,-9.8091,0.0840,-0.0644,0.0311,-8.0359,32.0158,23.7661,31.5781
12.2883,0.1403,1.1076,-9.7873,0.0806,-0.0662,-0.0264,-6.6541,32.8064,22.9024,31.5703
12.3042,0.1185,1.0991,-9.7848,-0.0310,-0.0069,0.0346,-7.3387,32.4211,22.9265,31.5352
12.3283,0.1217,1.1030,-9.7826,0.0221,-0.0671,0.0346,-7.6719,32.4268,22.5215,31.5625
12.3524,0.1357,1.1075,-9.7967,-0.0345,-0.0069,-0.0194,-8.0122,33.1724,22.9194,31.5527
12.3685,0.1293,1.1180,-9.7752,-0.0381,-0.0069,-0.0193,-6.6480,32.8162,22.4946,31.5566
12.3923,0.1209,1.1362,-9.7826,-0.0309,0.0398,-0.0336,-6.6549,32.8071,22.9055,31.5352
12.4084,0.1381,1.1236,-9.8001,0.0547,0.0858,0.0346,-6.9882,32.8128,22.5005,31.5645
12.4323,0.1421,1.1306,-9.7943,0.0523,-0.0532,-0.0582,-7.3422,32.0418,22.9358,31.5918
12.4495,0.1275,1.1205,-9.7875,0.0547,-0.0068,0.0199,-7.0089,32.0361,23.3408,31.5566
12.4724,0.1428,1.1348,-9.7881,0.0230,-0.0068,0.0346,-7.3393,31.6725,22.5371,31.5508
12.4885,0.1197,1.1111,-9.7938,-0.0234,-0.0532,-0.0728,-7.3624,32.0131,24.1650,31.5605
12.5122,0.1171,1.1276,-9.7761,0.0230,-0.0068,-0.0264,-7.6768,32.7983,22.9287,31.6035
12.5282,0.1291,1.0947,-9.7760,0.0230,-0.0679,-0.0264,-7.3514,32.4006,23.7417,31.5801
12.5526,0.1464,1.1115,-9.7921,0.0840,-0.0679,-0.0264,-6.9883,32.8127,22.5005,31.5527
12.5770,0.1178,1.0912,-9.8038,0.0230,-0.0679,-0.0264,-6.3233,32.4194,23.3105,31.5547
12.5924,0.1333,1.1098,-9.8028,-0.0380,-0.0679,-0.0264,-7.0015,32.0441,22.9270,31.5742
12.6083,0.1267,1.1158,-9.7884,0.0230,-0.0215,-0.0118,-8.3687,32.7697,23.7502,31.5801
12.6323,0.1428,1.1025,-9.7879,-0.0380,-0.0068,-0.0875,-8.3952,31.9821,24.9954,31.5918
12.6529,0.1404,1.1174,-9.7827,0.0230,0.0542,-0.0265,-7.6696,32.8068,22.5149,31.5879
12.6724,0.1285,1.1463,-9.8035,0.0230,-0.0068,-0.0265,-8.0063,33.1825,22.5114,31.5781
12.6963,0.1224,1.1354,-9.7732,0.0230,-0.0069,-0.0264,-7.6918,32.3980,23.7474,31.5996
12.7133,0.1327,1.1409,-9.8046,0.0230,-0.0069,0.0956,-6.9921,32.4343,22.5092,31.5801
12.7283,0.1368,1.1253,-9.7975,-0.0380,0.0541,-0.0264,-7.6918,32.3980,23.7474,31.5996
12.7552,0.1303,1.1194,-9.8069,-0.0380,-0.0069,-0.0264,-6.9989,32.4251,22.9203,31.5586
12.7684,0.1285,1.1199,-9.7933,0.0230,-0.0069,-0.0264,-7.6698,32.0591,22.1259,31.5547
12.7926,0.1399,1.1038,-9.7980,0.0840,-0.0069,0.0346,-6.3349,32.0326,23.7333,31.6016
12.8083,0.1493,1.1222,-9.7963,0.0840,-0.0069,0.0956,-5.9718,33.1938,22.8837,31.5723
12.8324,0.1267,1.1180,-9.7849,0.0230,0.0541,-0.0264,-6.9923,33.1843,22.9043,31.5840
12.8577,0.1261,1.1240,-9.7962,-0.0380,-0.0679,-0.0264,-7.0160,32.7766,24.1436,31.5801
12.8724,0.1303,1.1115,-9.7915,0.0230,-0.0679,-0.0264,-7.0090,32.7858,23.7324,31.5879
12.8965,0.1291,1.0989,-9.7837,-0.0380,-0.0069,0.0956,-7.0063,32.7822,23.7195,31.5781
12.9124,0.1226,1.1224,-9.8098,0.0230,0.0541,-0.0264,-7.3408,33.5390,23.7131,31.5684
12.9364,0.1362,1.1204,-9.7867,0.0230,-0.0069,0.0346,-7.6765,32.0497,22.5364,31.5469
12.9602,0.1254,1.1384,-9.7791,0.0230,0.0541,-0.0264,-7.6668,33.1884,22.5114,31.5703
12.9765,0.1488,1.1355,-9.8034,-0.0380,-0.0069,-0.0264,-6.3290,32.7927,23.7214,31.5586
12.9923,0.1230,1.1306,-9.7885,0.0840,0.0541,0.0346,-6.6495,32.8185,22.5007,31.5781
13.0166,0.1356,1.1162,-9.7743,0.0840,-0.0679,-0.0264,-6.3248,32.4218,23.3166,31.5371
13.0323,0.1438,1.1269,-9.7727,0.0230,-0.0069,-0.0264,-7.0001,32.4268,22.9267,31.5977
13.0624,0.1345,1.1198,-9.7743,0.0230,-0.0679,0.0346,-7.3355,32.8008,22.9169,31.5547
13.0723,0.1327,1.1495,-9.8024,0.0230,0.0541,-0.0264,-7.3466,32.4134,23.3405,31.5918
13.0965,0.1065,1.1181,-9.8000,0.0230,-0.0679,0.0346,-7.3397,32.4225,22.9294,31.5703
13.1123,0.1287,1.1225,-9.8031,0.0230,-0.0069,0.0346,-7.6715,33.1760,22.9103,31.5938
13.1363,0.1237,1.1104,-9.7963,0.0230,-0.0069,-0.0264,-7.3494,32.0334,23.3466,31.5586
13.1527,0.1292,1.1220,-9.7717,0.0840,-0.0678,0.0345,-8.3651,33.1496,23.7406,31.5898
13.1763,0.1427,1.1192,-9.7820,0.0840,-0.0069,0.0346,-7.3446,33.9094,24.1156,31.6133
13.1924,0.1235,1.1359,-9.7911,0.0231,-0.0068,0.0346,-7.3325,32.4318,22.5189,31.5488
13.2164,0.1359,1.1185,-9.8039,0.1448,-0.0069,0.0346,-7.3213,32.4538,21.7094,31.5742
13.2323,0.1265,1.1241,-9.7804,0.0232,-0.0071,0.0344,-6.9958,32.0561,22.5224,31.5781
13.2675,0.1100,1.1666,-9.7872,0.0840,-0.0078,0.0948,-7.3508,32.4008,23.7392,31.5898
13.2723,0.1137,1.1646,-9.7929,0.0832,-0.0069,0.0355,-7.6804,32.4202,22.9389,31.6094
13.2963,0.0630,1.2011,-9.7826,0.2027,0.0533,0.0337,-8.0097,32.8042,22.5202,31.5742
13.3124,0.1158,1.1440,-9.8000,0.1992,-0.0069,-0.0247,-7.6787,33.1667,23.3205,31.6113
13.3367,0.1676,1.0962,-9.7747,0.0243,0.0545,0.0342,-6.6523,33.1871,22.8952,31.5977
13.3528,0.1318,1.0877,-9.8383,-0.0921,-0.0052,0.0346,-8.0087,32.4366,22.1276,31.5977
13.3765,0.1669,1.1024,-9.8020,0.0823,-0.0052,0.0346,-7.3471,32.4133,23.3396,31.5820
13.3927,0.0961,1.1230,-9.7823,0.0770,-0.0644,-0.0264,-7.6872,31.6604,22.9531,31.5605
13.4164,0.1412,1.1331,-9.7819,0.2009,-0.0662,-0.0840,-7.3422,32.7903,23.3239,31.6035
13.4323,0.1393,1.0726,-9.7908,0.1416,-0.0034,0.0381,-7.0119,33.1538,24.1276,31.6074
13.4564,0.1498,1.1157,-9.8081,-0.0363,0.0549,-0.0255,-6.9958,32.8039,22.9108,31.5684
13.4807,0.1864,1.1114,-9.7661,-0.0310,0.1081,0.0346,-8.0065,32.4345,22.1223,31.5586
13.4965,0.1030,1.1255,-9.7799,0.0159,0.0469,0.0275,-7.6630,32.8171,22.1071,31.5547
13.5203,0.1786,1.1505,-9.7921,0.0769,-0.0069,-0.0264,-7.6818,32.0378,22.9382,31.5605
13.5363,0.1112,1.1301,-9.8075,0.0401,-0.0533,0.0810,-6.3156,32.8117,22.9024,31.6504
13.5609,0.1263,1.1322,-9.8123,0.0231,-0.0533,-0.0264,-6.6633,32.0505,22.9301,31.5449
13.5850,0.1233,1.1118,-9.8075,0.0247,0.0524,0.0948,-6.3276,32.7903,23.7147,31.6191
13.6008,0.1186,1.1232,-9.7582,0.0266,0.0506,-0.0839,-7.6860,32.4082,23.3429,31.5996
13.6090,0.1138,1.1346,-9.7088,0.0284,0.0488,-0.2626,-9.0444,32.0261,22.9711,31.5801
13.6167,0.1245,1.1675,-9.7795,0.0842,-0.0087,-0.0865,-9.0277,33.1736,22.5353,31.5781
13.6404,0.1314,1.1366,-9.7509,0.0842,-0.0087,-0.2034,-9.3776,32.0320,22.5660,31.5859
13.6569,0.1381,1.1205,-9.7493,0.0319,-0.0052,-0.2016,-8.0241,32.0366,22.9537,31.5605
13.6806,0.1312,1.1158,-9.7312,0.0177,-0.1164,-0.1369,-8.0213,32.4167,22.9475,31.5820
13.7046,0.1342,1.1158,-9.7225,0.0266,0.0489,-0.1441,-9.0467,31.6462,22.9773,31.5605
13.7211,0.1173,1.1369,-9.7563,0.0713,0.0377,-0.1588,-9.0439,32.0263,22.9712,31.5879
13.7446,0.1261,1.1278,-9.7302,0.0825,-0.0087,-0.2034,-8.3740,30.8955,22.9875,31.5684
13.7603,0.1362,1.1300,-9.7495,-0.0361,-0.0070,-0.2034,-8.3756,32.7617,24.1643,31.5312
13.7846,0.1251,1.1217,-9.7313,-0.0289,-0.0015,-0.1441,-8.3762,32.0131,23.7751,31.5547
13.8004,0.1295,1.1290,-9.7589,-0.0289,-0.0159,-0.2051,-9.0315,32.0466,22.1550,31.5996
13.8245,0.1052,1.1733,-9.7328,0.0232,-0.0697,-0.2627,-9.0463,32.3947,23.3659,31.5801
13.8403,0.1122,1.1444,-9.7204,0.0241,0.1108,-0.2060,-8.3724,31.6423,23.3697,31.5664
13.8646,0.1226,1.1489,-9.7253,0.0719,0.0488,-0.1511,-8.3710,32.0241,23.3701,31.6016
13.9261,0.1115,1.1376,-9.7325,-0.0291,-0.0052,-0.2051,-9.3739,33.1608,22.9485,31.5547
13.9303,0.1698,1.1098,-9.8046,0.0238,-0.0061,0.0337,-6.6669,32.7868,23.7174,31.5957
13.9314,0.1479,1.1217,-9.7804,-0.0939,-0.0086,-0.0230,-7.3578,32.3916,24.1495,31.5762
13.9444,0.1297,1.1445,-9.7995,0.1306,-0.0679,0.0884,-8.0268,31.6572,22.9600,31.5859
13.9606,-0.0212,1.1007,-9.8676,-0.0235,0.1175,0.0809,-6.6596,32.4301,22.9212,31.6074
13.9844,0.2693,1.1312,-9.6905,-0.0235,0.2664,-0.0558,-7.6664,33.1875,22.5091,31.6211
14.0085,-0.0332,1.1373,-9.7635,0.0301,0.2766,0.0489,-6.6654,32.4194,23.3260,31.5898
14.0270,0.3281,1.0950,-9.8100,0.3353,-0.0410,0.0052,-7.6889,32.7783,23.7420,31.5938
14.0567,0.2387,1.0347,-9.8198,-0.1891,-0.1753,0.1102,-7.6687,33.5561,22.9046,31.6113
14.0649,0.0374,1.1713,-9.8012,-0.3819,-0.2632,0.0199,-7.0037,32.0483,22.9365,31.6074
14.1227,0.1771,1.1099,-9.7762,-0.0103,-0.2199,-0.1149,-7.6985,32.3896,24.1592,31.5801
14.1242,-0.0637,1.1237,-9.7217,0.0257,-0.0668,0.0956,-6.6555,32.8086,22.9062,31.5703
14.1283,0.2288,1.1948,-9.7863,-0.1884,0.2394,-0.1173,-7.3499,32.7833,23.7397,31.6230
14.1443,0.1494,1.0549,-9.9832,0.0843,0.0539,0.2176,-7.6670,33.1884,22.5093,31.6191
14.1688,0.2198,1.2364,-9.7486,-0.0987,0.2369,-0.1483,-7.6676,32.4398,22.1201,31.6016
14.1888,0.2420,1.1311,-9.7903,-0.0364,-0.1591,0.0347,-8.3595,33.9095,23.7256,31.5508
14.2097,0.0484,1.4448,-9.7958,0.2064,-0.2512,-0.0263,-8.0016,32.4467,21.7178,31.6191
14.2244,0.1960,0.7387,-9.9464,1.0604,-0.3122,0.9497,-7.0123,32.4066,23.7393,31.5859
14.2485,0.2133,1.5708,-9.9308,3.3182,0.2977,0.8887,-7.0032,32.0475,22.9331,31.6094
14.2644,0.0356,0.6347,-10.2247,9.2361,0.2977,0.7057,-7.0013,33.5436,23.7080,31.5781
14.2914,0.4904,0.8142,-10.1742,20.0955,-0.0073,0.4006,-7.3365,32.8029,22.9199,31.5605
14.3044,0.0446,0.7378,-10.1566,32.9705,-0.3124,-0.1483,-7.0020,32.7953,23.3188,31.5938
14.3284,0.4411,0.2693,-10.3572,47.4315,-0.7394,-0.6976,-8.0177,32.0483,22.5454,31.6035
14.3443,0.0202,0.6519,-10.4099,62.9315,-0.9836,-1.6737,-9.0343,33.1654,22.9429,31.5938
14.3686,-0.1211,0.0415,-10.3123,77.5799,-1.1666,-2.6502,-8.6883,32.4306,22.1401,31.5371
14.3937,0.1574,0.0534,-10.1265,92.2830,-0.8616,-3.8699,-9.3729,32.7946,22.5566,31.5723
14.4084,-0.1790,-0.1773,-10.3560,105.8299,-1.0446,-4.9071,-10.3856,32.7925,22.1602,31.5801
14.4243,0.5012,-0.8453,-10.3697,118.2752,-1.2276,-6.0662,-11.7420,32.4077,21.7790,31.6191
14.4485,-0.0804,-0.7697,-10.2199,129.2596,-1.8379,-7.5916,-12.7347,32.0686,19.7673,31.5879
14.4724,0.1928,-1.4704,-9.9775,139.1424,-2.3260,-9.0565,-13.7718,32.4090,21.0046,31.5918
14.4961,0.0327,-1.8279,-9.9690,148.5955,-2.8140,-10.3377,-14.7567,32.8274,18.9714,31.6211
14.5127,-0.1848,-2.2340,-9.8727,156.4557,-3.2418,-11.6841,-15.7707,32.4572,18.1792,31.6172
14.5288,0.2868,-3.1291,-9.7225,162.8620,-3.4249,-12.4771,-16.4445,32.4604,17.7829,31.6191
14.5367,0.7585,-4.0241,-9.5722,169.2682,-3.6080,-13.2700,-17.1184,32.4636,17.3867,31.6211
14.5443,0.3423,-4.1259,-9.2118,174.5768,-4.3399,-13.6362,-18.4602,32.4800,16.1865,31.6191
14.5768,0.9228,-4.9931,-8.9501,178.9089,-5.1329,-13.7583,-19.0983,32.9119,13.7392,31.5703
14.5994,0.8291,-5.5063,-8.5895,181.8366,-6.0479,-13.3924,-20.4401,32.9284,12.5391,31.6055
14.6084,0.4927,-5.7592,-8.2753,184.2155,-7.0850,-12.9651,-21.7917,32.5556,11.7563,31.6172
14.6328,0.7398,-6.6235,-7.8637,186.4714,-7.6338,-12.1721,-22.1096,32.9616,10.5298,31.6211
14.6484,0.5082,-6.6985,-7.4450,188.1803,-8.3052,-11.5618,-22.7756,31.1090,8.5493,31.5723
14.6726,0.6498,-7.4383,-7.1047,190.0719,-9.0372,-10.6467,-24.0998,31.9059,6.5181,31.5898
14.6887,0.9979,-7.7915,-6.6088,192.3298,-10.0743,-9.6096,-24.7648,31.5499,5.3159,31.6016
14.7125,0.5858,-7.9677,-6.3044,195.2555,-11.2325,-7.8411,-24.7419,32.7081,4.4722,31.6133
14.7285,0.9232,-8.5741,-5.6677,198.1208,-11.9644,-6.5598,-25.7346,32.3690,2.4604,31.5703
14.7524,0.7920,-8.7202,-4.8664,198.4914,-13.0025,-5.3382,-25.7015,33.1669,0.8100,31.5801
14.7683,0.4258,-9.1980,-4.1960,194.3508,-13.3687,-4.9710,-26.3573,32.4520,-1.1978,31.6152
14.7927,0.3436,-9.4514,-3.5939,189.0461,-13.4299,-3.8772,-26.3374,32.4813,-2.4204,31.6289
14.8084,0.5932,-9.8335,-3.0690,183.5617,-13.3081,-4.1765,-26.2905,32.1827,-5.6743,31.5703
14.8327,0.8061,-9.8310,-2.4484,178.0070,-13.5505,-3.6297,-25.9365,33.7032,-5.7175,31.6191
14.8483,0.8332,-10.0760,-1.7878,172.3234,-14.4661,-3.3257,-26.2371,33.3922,-8.5573,31.5586
14.8725,0.7365,-10.1322,-1.2175,166.9640,-15.5012,-2.8406,-24.8708,32.6676,-9.3776,31.6211
14.8891,0.6667,-10.3404,-0.9189,161.1672,-15.9910,-2.7742,-24.8447,32.7069,-11.0075,31.5352
14.9124,0.5579,-10.3380,-0.5129,155.6828,-15.9333,-2.4112,-24.1294,33.1434,-13.0681,31.5586
14.9284,0.3550,-10.2147,-0.0661,150.1750,-15.3317,-2.2299,-23.4351,32.0545,-14.6853,31.5508
14.9526,0.4692,-10.6972,0.6580,143.9054,-14.5456,-1.8148,-23.0798,32.8246,-15.1137,31.5215
14.9683,0.6935,-9.7328,1.3192,138.7922,-14.1064,-1.4892,-22.7122,33.9974,-16.3754,31.5977
14.9923,0.8046,-10.7348,1.7325,134.0539,-14.1659,-0.6493,-22.0227,33.6454,-17.1933,31.5664
15.0085,0.6172,-9.6771,2.1151,129.7453,-13.8819,-0.8418,-21.6795,32.5301,-17.9843,31.5488
15.0328,0.4798,-10.6093,2.4310,123.0656,-13.6158,0.0220,-21.3142,32.5739,-19.6210,31.5566
15.0484,0.6428,-9.8505,2.9093,118.5187,-12.7692,-0.1449,-20.2830,33.3561,-20.0729,31.6055
15.0730,0.6416,-9.8719,3.2056,114.0539,-12.2457,0.0492,-19.5730,33.0321,-22.1081,31.5293
15.0891,0.6578,-10.3668,3.5958,109.7140,-11.5948,0.7318,-18.2068,32.3075,-22.9284,31.5781
15.1122,0.1398,-8.4869,3.8338,98.4827,-10.8394,1.4432,-17.1913,32.3044,-22.5482,31.6348
15.1366,0.4484,-9.3067,4.2788,93.8459,-10.3365,2.2855,-16.5160,31.9341,-22.5566,31.5176
15.1526,0.3010,-8.4308,4.3122,89.5334,-9.8780,2.2634,-15.1459,32.3371,-22.9970,31.5645
15.1764,0.3810,-8.7415,4.5258,85.8264,-9.6633,3.2761,-15.4643,31.9949,-24.6133,31.5488
15.1923,0.2046,-8.5123,4.4690,81.4358,-9.1753,3.3616,-14.4584,33.1013,-23.0244,31.5371
15.2164,0.2321,-8.1622,4.5835,78.0725,-8.9153,4.2801,-13.7704,32.0017,-24.2344,31.5547
15.2324,-1.3451,-8.8184,5.6489,69.7053,-6.4953,1.9070,-13.7419,33.1706,-25.4892,31.5547
15.2566,0.0817,-8.0772,5.6021,63.3577,-4.6360,3.4832,-11.3649,31.3181,-26.2959,31.6074
15.2724,1.2213,-7.9310,5.4425,60.2209,-3.5500,2.9641,-11.0297,32.0588,-25.5014,31.5391
15.2969,-0.1429,-8.1947,5.9268,59.0618,-3.4279,1.8050,-11.3503,32.8342,-26.3301,31.5684
15.3156,-0.0471,-7.5877,6.2515,53.2649,-2.0197,2.9270,-10.3395,32.4543,-25.9270,31.5625
15.3364,0.6467,-8.1673,5.6739,49.9075,-1.2927,4.2454,-9.6340,32.5015,-27.5696,31.5566
15.3528,0.2663,-8.0972,6.3067,48.0774,-0.6218,2.5979,-9.9850,32.1109,-27.1540,31.5703
15.3765,-0.2830,-7.6861,6.5427,44.4778,-0.4387,3.2688,-9.9970,32.8389,-25.9489,31.5605
15.3924,0.2697,-7.5580,6.4203,41.1223,0.2937,4.3059,-9.6352,31.7540,-27.9626,31.5449
15.4177,0.1732,-7.1361,6.2615,38.3157,1.0867,4.0008,-8.2837,32.8760,-26.7947,31.5820
15.4326,0.1912,-7.8036,6.6604,34.1672,1.7576,2.5974,-7.9514,32.4871,-26.3728,31.5605
15.4565,0.1660,-7.0673,6.7152,30.5676,2.6116,4.2449,-7.5969,32.1436,-27.5993,31.5254
15.4729,0.3945,-7.0597,6.7352,27.7004,2.9165,4.5498,-7.2632,32.8863,-26.8117,31.5312
15.4967,-0.1084,-7.3912,6.7068,24.8333,3.3438,3.8179,-7.5866,32.5318,-28.0129,31.5859
15.5202,-0.0004,-6.9787,6.9893,21.4778,3.7708,3.3909,-7.6096,32.1234,-26.7844,31.5566
15.5368,-0.0742,-7.1906,6.8668,18.1223,4.3201,4.4280,-6.5861,32.5140,-26.8148,31.5605
15.5523,-0.0823,-6.9193,7.2007,15.7434,4.9910,4.3669,-6.9223,32.1392,-27.2001,31.6035
15.5764,-0.0384,-7.2147,7.0729,12.2649,5.3572,3.2077,-6.5827,32.8931,-26.8241,31.5293
15.6009,0.0959,-7.0525,6.8724,9.2747,5.6624,3.5737,-6.2231,32.9258,-28.0497,31.5859
15.6088,0.2302,-6.8903,6.6718,6.2844,5.9676,3.9396,-5.8635,32.9584,-29.2753,31.6426
15.6228,0.1588,-6.5021,6.9555,3.7825,6.2725,4.2446,-5.5297,32.9518,-28.8734,31.6426
15.6325,0.0352,-6.9547,6.9710,0.9153,6.1505,4.1836,-6.2202,32.5565,-28.4484,31.6074
15.6569,0.0057,-6.7448,6.8731,-1.8308,6.2726,3.5737,-5.2036,32.9371,-28.0709,31.6426
15.6726,-0.2484,-6.7619,6.8849,-5.0652,6.4555,3.4517,-5.2007,32.5680,-28.4696,31.6191
15.7097,-0.0591,-6.7607,6.8763,-7.8113,6.3335,3.4516,-5.5552,32.9115,-27.2430,31.6387
15.7781,-0.2431,-6.8479,7.0410,-7.5449,5.5474,2.6591,-6.5679,33.2820,-27.2378,31.5625
15.7790,-0.1851,-7.1966,7.0284,-10.5351,5.2424,2.5371,-6.2466,33.2552,-26.0200,31.6074
15.7797,-0.2529,-6.8853,6.9620,-13.2187,4.6936,2.3540,-6.2494,33.6243,-25.6215,31.5488
15.7799,-0.3257,-7.2369,6.8989,-16.2089,3.7786,2.1100,-5.5595,33.2711,-26.4360,31.5469
15.8006,-0.2358,-7.6404,6.7784,-19.5644,3.1687,1.6829,-6.2582,33.2329,-25.1977,31.6133
15.8167,-0.4185,-7.1121,6.8071,-26.3378,2.7412,0.4017,-6.9408,31.7309,-25.9712,31.5762
15.8404,-0.2316,-8.0008,6.6900,-30.1230,1.9482,-0.8796,-6.2592,33.9829,-24.8188,31.5527
15.8564,-0.5153,-6.8211,6.4374,-23.6621,1.4602,-1.3681,-7.5873,34.0173,-26.8266,31.5586
15.8804,-0.1515,-7.2603,5.4911,-3.0996,0.1789,-0.9411,-6.5937,32.4919,-25.9946,31.5312
15.8964,0.1915,-7.1279,5.7821,22.8067,-0.6746,0.0941,-7.2606,33.2537,-26.4094,31.5859
15.9295,0.0565,-6.3930,5.9773,45.9942,-2.0144,2.1078,-7.6071,33.2401,-25.9958,31.5723
15.9366,0.1589,-7.7543,6.4458,71.0879,-3.0535,4.7230,-6.2594,33.2338,-25.2033,31.5547
15.9608,-0.4632,-5.9858,6.3904,88.9942,-3.7244,6.3167,-5.8969,33.6466,-26.4416,31.5449
15.9764,-0.1509,-6.9907,6.9382,102.8770,-3.9105,8.3890,-4.5492,32.8917,-26.0385,31.5801
16.0005,-0.9937,-5.9711,7.1548,111.9551,-3.7265,9.6107,-4.5331,34.0402,-26.4780,31.5781
16.0164,-0.3223,-6.0399,7.4414,119.1075,-3.4218,10.7064,-2.1523,33.3151,-26.9045,31.5645
16.0406,-0.6287,-6.0465,7.4611,125.2012,-2.9943,11.8548,-0.7919,33.3289,-26.9278,31.5527
16.0564,0.0280,-4.9342,7.5631,132.9356,-3.0570,13.0716,-0.4367,32.9844,-28.1515,31.5684
16.0804,-0.2891,-5.0361,7.5712,143.9200,-3.0570,15.1302,2.6063,33.7324,-26.5880,31.5430
16.0964,-0.3563,-3.9307,7.9509,158.5137,-2.5739,16.5579,3.6170,32.6045,-26.5739,31.6016
16.1217,-0.4620,-2.9741,7.9440,177.3575,-1.7340,18.9408,4.6473,33.7549,-26.6265,31.5762
16.1363,-0.5359,-2.4482,8.5031,205.2794,-0.9303,20.9681,6.6629,33.7332,-25.0240,31.5215
16.1605,-0.4868,-1.1865,9.4772,232.9356,0.2914,22.9603,8.3592,32.6238,-25.4363,31.5703
16.1765,-0.4768,-0.9792,9.7868,253.4512,1.0785,23.9364,10.3807,32.6153,-24.2518,31.6016
16.2008,-0.3676,-0.0598,9.6431,268.1153,2.1888,24.9300,13.7576,33.3570,-22.2869,31.5723
16.2101,-0.2583,0.8596,9.4995,282.7794,3.2992,25.9237,17.1346,34.0987,-20.3221,31.5430
16.2164,-0.4014,2.1819,8.8310,295.1231,4.5013,26.9764,19.8416,33.3580,-19.9422,31.5332
16.2404,-0.7019,2.8962,8.7470,312.2481,5.9486,28.2743,20.8177,33.2988,-17.1082,31.5215
16.2646,-0.5383,4.7507,8.8638,333.9825,7.6713,30.0077,23.1575,33.6316,-14.3035,31.5410
16.2806,-0.5785,5.2014,8.7584,351.7325,8.6312,31.5399,24.8167,32.4597,-12.2645,31.4980
16.3050,-0.4873,6.7336,8.4948,359.5333,10.5297,32.9891,26.7982,32.7568,-8.2293,31.5137
16.3204,-1.3470,6.3347,5.5035,354.0429,9.6758,33.4403,24.7534,30.8421,-8.1436,31.5410
16.3466,-0.3577,8.5437,6.8453,355.3974,13.6230,32.7660,27.0678,30.3882,-4.1006,31.5742
16.3606,-0.1009,10.0964,8.4254,346.6630,16.6777,38.7269,28.3315,30.6191,2.3916,31.5938
16.3848,-3.4895,10.1966,7.4117,346.8284,17.8740,41.2289,27.6074,30.5407,5.2568,31.5781
16.4005,0.1335,9.2503,6.4440,356.8362,19.2168,39.8861,28.5708,29.7131,8.5205,31.5312
