t,ax,ay,az,gx,gy,gz,mx,my,mz,temp
0.0000,0.1850,1.1227,-9.7626,0.0230,-0.0069,0.0956,-6.6668,32.0373,23.3250,31.5449
0.0161,0.1316,1.1601,-9.8283,0.0840,-0.0069,0.0346,-5.9574,32.4629,21.6707,31.5547
0.0399,0.1523,1.1535,-9.8048,0.0230,-0.0679,0.0956,-7.3509,31.6514,23.3465,31.5293
0.0579,0.0971,1.0710,-9.7551,-0.0380,-0.0679,0.0346,-7.3364,32.4180,22.9139,31.5352
0.0799,0.1032,1.0861,-9.7587,-0.0380,0.0541,0.0346,-8.0258,32.7700,23.7313,31.5566
0.0961,0.1344,1.1599,-9.7798,-0.0380,0.0541,0.0956,-7.6877,32.0268,23.3428,31.5234
0.1199,0.0893,1.1239,-9.8261,-0.0380,-0.0069,0.0346,-7.6892,32.3943,23.7347,31.5645
0.1362,0.1880,1.1065,-9.7645,-0.0380,0.0541,0.0346,-7.6864,32.7744,23.7286,31.5156
0.1602,0.1097,1.1076,-9.7695,-0.0991,-0.0679,0.0346,-6.6581,31.6777,22.5167,31.5566
0.1758,0.1327,1.1696,-9.7820,-0.0380,-0.0072,-0.0873,-7.3431,32.0427,22.9361,31.5156
0.1999,0.1321,1.1756,-9.7983,-0.0380,-0.1290,0.0957,-7.0101,32.4026,23.7266,31.5547
0.2239,0.0855,1.1297,-9.7830,-0.0380,-0.0070,-0.0263,-6.9872,33.5598,22.8834,31.5684
0.2399,0.1299,1.1359,-9.7830,-0.0380,0.0540,-0.0263,-8.0497,33.1106,25.3599,31.5469
0.2639,0.1206,1.1299,-9.7725,-0.0380,0.1151,-0.0263,-7.3485,32.0305,23.3384,31.5586
0.2804,0.1702,1.0899,-9.7879,-0.0990,-0.0069,0.0347,-8.0062,32.4331,22.1177,31.5527
0.3042,0.1323,1.1253,-9.8169,-0.0380,-0.0680,0.0957,-7.0072,32.0332,23.3297,31.5234
0.3199,0.1450,1.1049,-9.7761,-0.0380,-0.0680,0.0347,-8.0228,32.7842,23.3380,31.5234
0.3439,0.1129,1.1412,-9.7574,-0.0990,-0.0680,0.0347,-7.0043,33.1618,23.7125,31.5664
0.3645,0.0835,1.1488,-9.7901,0.0230,-0.0680,0.0347,-7.3407,32.4231,22.9313,31.5586
0.3839,0.1197,1.0970,-9.7934,-0.1600,0.1150,0.0347,-8.7020,32.7756,23.3436,31.5449
0.4000,0.1623,1.1396,-9.7910,-0.0990,0.1151,0.0347,-7.6845,32.4057,23.3323,31.5273
0.4239,0.1643,1.1774,-9.7826,0.0230,0.0541,0.0347,-7.6880,32.7759,23.7339,31.5273
0.4399,0.1445,1.1392,-9.7798,0.0230,-0.0070,0.0347,-6.6597,32.4280,22.9136,31.5957
0.4673,0.0989,1.1278,-9.7816,0.0231,-0.0679,-0.0261,-7.3379,33.1677,23.3079,31.5020
0.4801,0.1068,1.1545,-9.7926,0.0230,0.0540,0.0347,-7.6792,32.4167,22.9280,31.5547
0.5125,0.1210,1.1554,-9.7870,0.0840,0.0540,-0.0263,-6.6587,33.1765,23.3028,31.5469
0.5280,0.1495,1.0858,-9.7821,0.0840,0.0540,-0.0263,-7.6880,32.7759,23.7342,31.5391
0.5443,0.1619,1.0920,-9.7710,0.0841,-0.0070,-0.0874,-7.3525,31.6528,23.3518,31.5117
0.5707,0.1465,1.0803,-9.8057,0.0230,-0.0071,-0.0873,-7.6802,32.7847,23.3201,31.5137
0.5840,0.1472,1.0616,-9.8036,0.0839,-0.0071,-0.0874,-7.0078,32.7833,23.7225,31.5273
0.6084,0.0966,1.0799,-9.7748,-0.0989,0.0541,-0.0264,-8.3611,32.0293,22.9432,31.5273
0.6241,0.1451,1.0754,-9.7867,0.0230,0.0541,0.0346,-7.3376,32.4197,22.9195,31.5547
0.6479,0.1414,1.1009,-9.7648,0.0225,0.0537,-0.0264,-7.3217,33.5681,22.4869,31.5547
0.6723,0.1727,1.1527,-9.7749,0.0230,0.0524,0.0346,-7.3524,32.7673,24.1295,31.5176
0.6879,0.1329,1.1628,-9.7827,-0.0380,-0.0078,-0.0264,-7.3272,32.8076,22.4986,31.5723
0.7038,0.1184,1.1743,-9.7676,0.0195,-0.0662,-0.0281,-6.9947,32.8028,22.9066,31.5547
0.7278,0.1176,1.1834,-9.7557,-0.0372,0.1142,0.0355,-6.9955,33.1692,23.2955,31.5156
0.7439,0.1217,1.1514,-9.7770,0.0805,0.1151,-0.0229,-7.0025,33.1601,23.7064,31.5430
0.7748,0.1385,1.1424,-9.8014,0.0806,-0.0035,0.0346,-6.6746,32.0282,23.7383,31.5234
0.7838,0.1342,1.1000,-9.7913,0.0848,0.0532,0.0346,-6.6509,32.4360,22.5000,31.5469
0.8090,0.1546,1.0961,-9.7774,0.1450,0.0469,-0.0264,-8.0230,33.1503,23.7276,31.5312
0.8238,0.1643,1.0890,-9.7930,0.0247,-0.0070,-0.0247,-7.3370,33.1682,23.3113,31.5469
0.8479,0.1457,1.0930,-9.8067,0.0247,-0.1290,0.0939,-7.3391,33.5364,23.7066,31.5566
0.8655,0.1122,1.0630,-9.8059,0.1304,-0.0217,0.0346,-6.6546,32.8069,22.9043,31.5723
0.8890,0.1149,1.0469,-9.7621,-0.0380,0.1079,-0.0192,-6.6532,32.8051,22.8981,31.5273
0.9039,0.1202,1.0818,-9.7760,-0.0691,0.1462,0.0047,-6.9865,33.5600,22.8852,31.5664
0.9280,0.1581,1.0644,-9.7975,-0.0380,0.0223,-0.0117,-7.6808,32.7855,23.3264,31.5137
0.9438,0.1580,1.0260,-9.8067,-0.1910,0.0851,0.0346,-7.6843,32.4064,23.3357,31.5566
0.9789,0.1514,1.0742,-9.7971,-0.2356,0.0077,0.0346,-7.3371,32.4190,22.9190,31.5605
0.9839,0.1191,1.0710,-9.7670,-0.2807,-0.0979,0.0657,-6.6662,32.7850,23.7134,31.5605
1.0090,0.1403,1.0984,-9.7832,-0.3600,-0.0070,-0.0117,-6.9973,32.4224,22.9131,31.5664
1.0238,0.1213,1.1869,-9.7959,-0.3430,-0.0070,0.0346,-7.3408,32.0399,22.9283,31.5566
1.0481,0.1045,1.1738,-9.7923,-0.3430,0.0540,-0.0264,-7.3422,32.7908,23.3270,31.5449
1.0639,0.1668,1.2255,-9.7874,-0.2509,-0.0083,0.0957,-7.3499,32.3987,23.7344,31.5625
1.0880,0.1456,1.2174,-9.7653,-0.2820,-0.1291,0.0346,-7.7095,31.6165,24.5743,31.5215
1.1119,0.1760,1.2245,-9.7548,-0.2210,-0.0680,-0.0264,-8.0203,32.0318,22.9366,31.5117
1.1282,0.1114,1.2542,-9.7643,-0.1898,-0.1589,0.0956,-7.6941,32.0169,23.7525,31.5410
1.1438,0.1032,1.2517,-9.7813,-0.1599,-0.0071,0.0956,-6.9940,32.8016,22.9034,31.5625
1.1680,0.1361,1.2468,-9.7844,0.0841,0.0540,0.0956,-6.9975,33.1717,23.3050,31.5293
1.1841,0.1378,1.2060,-9.7469,0.0231,-0.0070,0.0346,-8.0307,33.1421,24.1414,31.5625
1.2080,0.1494,1.1661,-9.8019,0.1451,-0.0069,0.0956,-7.3502,32.3997,23.7351,31.5586
1.2320,0.1195,1.1499,-9.8029,0.1451,-0.0679,0.0346,-7.3370,33.1682,23.3089,31.5391
1.2481,0.1183,1.1306,-9.7803,0.0840,-0.0679,0.0956,-7.3606,32.0110,24.1555,31.5703
1.2641,0.1105,1.0965,-9.7664,0.0840,-0.1289,0.0956,-7.3403,32.4231,22.9329,31.5391
1.2918,0.1131,1.0541,-9.8018,0.0840,0.0541,-0.0264,-6.9863,32.4449,22.1053,31.5781
1.3122,0.1526,1.0517,-9.8302,0.0230,-0.0680,0.0346,-7.6777,32.7999,22.9324,31.5391
1.3279,0.1526,1.0534,-9.8109,0.0841,-0.0680,-0.0874,-6.6758,32.0299,23.7429,31.5195
1.3518,0.1315,1.0712,-9.7718,0.0230,-0.0069,0.0346,-7.6665,32.4374,22.1140,31.5605
1.3680,0.0766,1.1389,-9.7694,0.0230,-0.0069,0.0346,-6.6587,32.4276,22.9119,31.6016
1.3918,0.1444,1.1104,-9.8057,0.0230,0.0541,-0.0264,-8.0473,31.2449,24.1834,31.5156
1.4079,0.1560,1.1439,-9.8095,-0.0380,0.1151,0.0346,-6.6587,32.4276,22.9119,31.5469
1.4320,0.1552,1.1641,-9.7696,0.0230,0.1151,-0.0264,-7.6987,31.6385,23.7635,31.5176
1.4478,0.1468,1.1658,-9.7362,0.0230,0.0541,0.0346,-7.6798,31.6687,22.5408,31.5215
1.4720,0.1097,1.1003,-9.7912,0.0840,-0.0680,0.0346,-7.3441,33.1580,23.7176,31.5566
1.4909,0.1115,1.0707,-9.8207,-0.0380,-0.0069,-0.0264,-7.3447,32.4094,23.3286,31.5371
1.5134,0.1290,1.0966,-9.8067,-0.0989,0.0540,-0.0874,-6.9978,33.1712,23.3041,31.5547
1.5280,0.1596,1.1336,-9.7534,-0.1600,-0.0069,-0.0264,-7.7058,31.6292,24.1752,31.5664
1.5520,0.1132,1.1467,-9.7817,-0.0380,-0.0069,0.0346,-7.3435,32.7913,23.3290,31.5000
1.5678,0.1519,1.1600,-9.7936,-0.0380,-0.0679,0.0956,-7.0061,31.6653,22.9372,31.5371
1.5939,0.1429,1.1272,-9.7842,-0.0380,-0.0678,-0.0264,-6.3230,32.0523,22.9193,31.5312
1.6080,0.1341,1.1313,-9.7849,0.0230,-0.0679,0.0346,-7.3289,33.5581,22.8964,31.5449
1.6319,0.0977,1.2139,-9.7628,-0.0990,-0.0679,-0.0873,-7.0095,32.0357,23.3387,31.5332
1.6479,0.1214,1.2359,-9.7632,0.0230,-0.0069,0.0952,-7.6731,32.4273,22.5223,31.5156
1.6719,0.1354,1.1655,-9.8034,0.0839,0.0540,0.0346,-7.3477,32.7788,23.7274,31.5332
1.6962,0.1304,1.1650,-9.7910,0.0230,0.0540,0.0345,-6.6724,32.4082,23.7316,31.5859
1.7123,0.1432,1.1671,-9.7674,0.0230,-0.0675,0.0345,-7.6861,32.4071,23.3380,31.5312
1.7291,0.1416,1.1344,-9.7884,0.1445,-0.0678,-0.0263,-7.6861,32.4071,23.3380,31.5645
1.7520,0.1181,1.1707,-9.8008,0.0841,-0.1281,0.0956,-7.6854,32.4062,23.3348,31.5703
1.7761,0.1042,1.2220,-9.8003,0.2061,-0.0078,0.0341,-7.3541,30.9042,22.9650,31.5586
1.8002,0.1142,1.1883,-9.7881,0.1459,-0.0078,-0.0858,-7.6922,32.3964,23.7457,31.5547
1.8160,0.1013,1.1145,-9.7595,0.2044,0.0524,0.0346,-8.3604,32.4122,22.9464,31.5469
1.8320,0.1900,1.0846,-9.7707,0.2654,-0.1254,0.0346,-6.6534,32.8050,22.8954,31.5449
1.8560,0.0965,1.1183,-9.8141,0.2671,-0.0678,-0.0264,-7.7139,31.2396,24.5878,31.5449
1.8720,0.1117,1.1840,-9.7846,0.1556,-0.0068,-0.0229,-6.6612,32.0487,22.9208,31.5859
1.9007,0.1100,1.1247,-9.7832,0.3230,-0.0051,0.0311,-8.0216,32.7840,23.3363,31.5957
1.9120,0.1187,1.1126,-9.7840,0.2069,0.1144,-0.0264,-7.3609,31.2635,23.7665,31.5254
1.9361,0.1829,1.1253,-9.8042,0.2671,0.1152,-0.0264,-7.3269,33.5584,22.8920,31.5508
1.9520,0.1507,1.0629,-9.7975,0.2061,-0.0051,-0.0874,-7.0013,32.7953,23.3190,31.5547
1.9763,0.1200,1.0095,-9.7820,0.2044,-0.0661,0.0921,-7.0195,32.7641,24.5387,31.5488
1.9925,0.1109,0.9868,-9.7719,0.0987,-0.0215,-0.0118,-7.6865,32.7765,23.7316,31.5410
2.0160,0.1517,1.0658,-9.8123,0.0302,-0.0678,0.0345,-8.0048,32.0685,21.7297,31.5410
2.0320,0.1319,1.1415,-9.8133,-0.0081,-0.0678,-0.0265,-7.3217,32.8209,22.0981,31.5957
2.0560,0.0975,1.0656,-9.7746,-0.0233,0.0542,-0.0728,-6.9914,32.4352,22.5092,31.5703
2.0719,0.0846,0.9664,-9.7817,-0.1600,0.1463,-0.0875,-7.3608,32.0130,24.1586,31.5410
2.1057,0.1196,1.0545,-9.7920,-0.1600,0.1615,0.0809,-6.9880,32.8143,22.4994,31.5723
2.1122,0.2102,1.0999,-9.8020,-0.2820,0.1451,-0.0265,-7.6779,32.4181,22.9281,31.5391
2.1361,0.2520,1.2072,-9.7745,-0.2503,-0.1460,0.0199,-7.0016,32.0467,22.9289,31.5293
2.1520,0.1230,1.2637,-9.7868,-0.1600,-0.3120,0.0345,-7.6940,32.0188,23.7532,31.5137
2.1761,0.0746,1.1667,-9.7826,-0.2210,-0.2510,-0.0265,-7.6809,33.5364,23.7191,31.5195
2.1919,0.0657,1.1482,-9.8013,-0.0679,-0.0668,0.0632,-7.3574,32.3918,24.1490,31.5449
2.2160,0.0673,1.2235,-9.7687,-0.0380,0.0540,-0.0265,-7.6877,32.7776,23.7376,31.5508
2.2400,0.1574,1.2749,-9.7638,-0.0380,-0.0070,-0.0265,-6.9915,32.4346,22.5091,31.5430
2.2560,0.1290,1.3633,-9.7583,-0.0978,0.1150,0.0333,-7.6838,32.4066,23.3328,31.5195
2.2719,0.1997,1.3185,-9.7340,0.0230,0.0540,0.0345,-6.6584,32.4288,22.9139,31.5391
2.3007,0.1404,1.1828,-9.7681,0.0230,-0.1290,0.0345,-7.3289,32.8112,22.5084,31.5703
2.3436,0.1344,1.1565,-9.8023,0.0840,-0.0680,-0.0265,-7.3372,32.4201,22.9193,31.5254
2.3447,0.1129,1.2031,-9.7764,0.0230,-0.0680,0.1565,-7.3436,33.1593,23.7191,31.5645
2.3599,0.0370,1.2122,-9.7703,0.0840,0.1150,0.0955,-7.3345,32.8002,22.9129,31.5859
2.3762,0.1825,1.1868,-9.7458,0.1450,0.2371,0.0344,-6.9990,31.6771,22.5304,31.5352
2.4002,0.1851,1.1244,-9.7460,0.2061,-0.0070,0.1564,-7.3506,33.1498,24.1300,31.5605
2.4160,0.1704,1.1403,-9.8279,0.1451,-0.0680,0.0346,-7.6912,33.1467,24.1367,31.5820
2.4406,0.0975,1.0821,-9.8173,0.0231,-0.1900,-0.0264,-7.3282,33.5588,22.8955,31.5859
2.4559,0.0086,1.0452,-9.8032,0.1451,0.0541,0.0346,-7.6851,33.1569,23.7295,31.5859
2.4800,0.1594,1.1556,-9.7829,0.1451,0.1151,0.0956,-7.3443,33.1594,23.7204,31.5449
2.5046,0.1750,1.2061,-9.7949,0.2061,0.1151,0.0346,-8.0279,32.7732,23.7414,31.5254
2.5204,0.2114,1.1721,-9.8075,0.1451,0.0541,-0.0265,-7.3384,33.1704,23.3158,31.5918
2.5361,0.0374,1.0576,-9.7613,0.1451,-0.1290,-0.0265,-8.0283,32.7742,23.7446,31.5508
2.5600,0.0970,1.0449,-9.7544,0.1451,0.0540,-0.0875,-7.0127,32.7727,24.1283,31.5371
2.5760,0.0963,1.0480,-9.8187,0.2061,0.1760,-0.0265,-8.0313,32.3940,23.7507,31.5684
2.5999,0.0928,1.1862,-9.8028,0.0841,0.2370,-0.0265,-7.6856,32.4084,23.3403,31.5664
2.6191,0.2007,1.1830,-9.7474,0.1451,0.1761,-0.0265,-6.6553,32.8081,22.9057,31.6328
2.6400,0.1991,1.0898,-9.7695,0.0841,0.0541,-0.0874,-6.6804,32.0185,24.1440,31.5215
2.6560,0.1856,0.9614,-9.8173,0.0841,-0.0680,-0.0265,-6.9893,32.8149,22.5033,31.5859
2.6813,0.1708,1.1095,-9.8483,0.0231,-0.2510,-0.0265,-7.6792,32.4187,22.9321,31.5449
2.6960,0.0816,1.1665,-9.7766,-0.0989,-0.1291,0.0955,-6.9893,32.8149,22.5033,31.5664
2.7204,0.0917,1.2461,-9.7378,0.0839,0.0538,-0.0265,-7.0075,33.5332,24.1157,31.5742
2.7360,0.0864,1.3079,-9.7547,0.1450,0.0540,-0.0265,-6.6806,32.0185,24.1439,31.5527
2.7601,0.1534,1.2228,-9.7874,0.1450,0.1150,0.0345,-7.3540,32.7700,24.1369,31.5293
2.7759,0.2033,1.1508,-9.8081,0.1454,-0.0062,0.0951,-6.2866,33.9790,21.6486,31.5332
2.8002,0.1414,1.1610,-9.7748,0.2060,-0.0681,-0.0264,-7.3413,32.7895,23.3224,31.5684
2.8239,0.1134,1.1324,-9.7232,0.2670,-0.1290,-0.0264,-7.0058,32.4155,23.3323,31.5645
2.8400,0.0429,1.0669,-9.7751,0.2671,0.0536,-0.1472,-7.6875,32.7758,23.7361,31.5938
2.8559,0.1313,1.0314,-9.8027,0.0236,0.2368,0.0345,-7.3528,31.6538,23.3569,31.5508
2.8801,0.1607,1.0366,-9.8126,0.1442,0.1760,0.0956,-7.3320,33.1801,22.9087,31.5566
2.9040,0.1783,1.0112,-9.7618,0.1446,0.1154,0.0350,-8.7079,32.7661,23.7539,31.5527
2.9254,0.2034,1.0655,-9.7471,-0.0973,-0.0681,0.0354,-7.0068,32.7833,23.7248,31.5547
2.9440,0.1292,1.1280,-9.7934,0.0222,-0.1885,-0.0257,-8.0253,32.4047,23.3471,31.5117
2.9600,0.1519,1.2049,-9.8061,-0.0363,-0.1308,0.0345,-7.6616,32.8158,22.1029,31.5762
2.9840,0.1505,1.2548,-9.7453,0.0840,-0.2511,0.1566,-7.6823,31.2894,22.5509,31.5488
3.0000,0.1325,1.2365,-9.7504,0.0840,-0.2476,0.0956,-6.6755,33.1449,24.5226,31.5000
3.0271,0.1109,1.2408,-9.7289,0.1416,-0.0697,0.1549,-7.3572,32.3905,24.1462,31.5547
3.0404,0.0428,1.2270,-9.8047,0.1459,-0.0688,0.0956,-7.3473,32.0307,23.3371,31.4980
3.0640,0.1037,1.1906,-9.8118,0.2599,0.1690,0.1566,-6.6735,32.7767,24.1252,31.5703
3.0807,0.0669,1.1413,-9.7680,0.2671,0.2372,0.0363,-8.0192,32.4149,22.9377,31.5234
3.1040,0.1767,1.0544,-9.7664,0.2061,0.1762,0.0956,-8.0352,32.0155,23.7624,31.5488
3.1297,0.1603,0.9910,-9.7977,0.1914,0.1615,0.0493,-7.0050,32.4152,23.3279,31.5195
3.1441,0.1505,1.0160,-9.8410,0.0374,0.0542,0.0741,-7.6861,32.4092,23.3427,31.5840
3.1600,0.1844,0.9916,-9.8114,0.0529,0.0230,0.1267,-7.3509,32.4008,23.7382,31.5625
3.1840,0.1314,1.0336,-9.7529,-0.0989,-0.0386,-0.0117,-7.3377,33.1693,23.3117,31.5234
3.2003,0.1554,1.0676,-9.7716,-0.0690,-0.0978,0.0347,-6.9981,32.4242,22.9169,31.5605
3.2319,0.1267,1.0873,-9.8036,-0.0526,-0.1143,-0.0580,-7.3663,32.7496,24.9521,31.5352
3.2399,0.1043,1.1500,-9.8364,-0.1587,-0.0368,0.0658,-9.0606,31.9933,24.1811,31.5137
3.2641,0.1274,1.1402,-9.7650,-0.1136,0.0394,-0.0410,-7.0040,32.4142,23.3247,31.5332
3.2800,0.1091,1.1766,-9.7478,-0.1599,-0.0069,0.0347,-7.0005,32.7933,23.3153,31.5254
3.3044,0.1367,1.1504,-9.7815,-0.0379,0.1151,-0.0263,-6.9879,32.0643,22.1083,31.5117
3.3342,0.1152,1.1600,-9.8043,-0.0367,0.1773,0.0048,-7.6739,32.7958,22.9164,31.5098
3.3441,0.1104,1.1973,-9.7930,0.0231,0.1151,0.0347,-6.9962,32.0570,22.5250,31.5293
3.3683,0.1390,1.1694,-9.7455,-0.0379,0.1761,0.0347,-7.6910,31.6490,23.3551,31.5156
3.3840,0.1599,1.1613,-9.7672,-0.1301,0.0840,0.0658,-7.0138,32.7740,24.1344,31.5801
3.4000,0.1773,1.1486,-9.7846,-0.0989,-0.0069,-0.0263,-6.6541,32.8068,22.9020,31.5703
3.4242,0.1798,1.2056,-9.8204,-0.0989,-0.1289,0.0957,-7.3509,31.6525,23.3495,31.5605
3.4403,0.1229,1.1989,-9.7605,-0.0989,-0.1899,-0.0263,-6.9879,32.0646,22.1083,31.5195
3.4641,0.0734,1.1205,-9.7616,-0.0379,-0.1289,0.0957,-7.3414,32.0419,22.9325,31.5293
3.4881,0.1157,1.0999,-9.7563,-0.0379,-0.0069,0.0347,-7.0111,31.6562,23.3436,31.5332
3.5131,0.1439,1.1649,-9.8118,0.0231,0.1761,0.0347,-7.0117,31.6571,23.3468,31.5527
3.5288,0.1706,1.2151,-9.7701,-0.0989,0.1151,0.0957,-7.3416,32.0421,22.9325,31.5879
3.5441,0.1715,1.0721,-9.7961,-0.1599,-0.0069,0.0347,-6.9947,32.8038,22.9080,31.5176
3.5688,0.1521,1.0486,-9.8117,-0.0989,-0.0679,-0.0263,-7.0051,32.4154,23.3282,31.5176
3.5841,0.1471,1.0787,-9.8316,0.0231,-0.0679,0.0957,-7.3229,32.8214,22.1016,31.5879
3.6080,0.1017,1.0828,-9.8084,-0.1599,-0.1289,0.0347,-7.0051,32.4154,23.3282,31.5215
3.6240,0.1418,1.1349,-9.7824,-0.2212,-0.0069,0.0346,-7.0056,31.6664,22.9386,31.5508
3.6488,0.1235,1.1495,-9.7384,-0.0991,-0.0069,0.0346,-6.6733,32.7758,24.1252,31.5430
3.6640,0.0720,1.0607,-9.8000,-0.2212,0.1151,0.1566,-6.9890,32.0644,22.1115,31.5234
3.6882,0.0952,1.0733,-9.8371,-0.2212,0.1151,-0.0264,-6.6577,32.0613,22.5258,31.5664
3.7040,0.2102,1.1887,-9.7656,-0.3432,0.1151,0.0346,-8.3882,31.2420,24.1918,31.5078
3.7294,0.1489,1.2058,-9.7737,-0.3430,-0.0679,0.2176,-6.9946,32.0535,22.5160,31.5449
3.7445,0.2494,1.0911,-9.6976,-0.2212,-0.0680,0.0956,-7.0031,33.1609,23.7113,31.5625
3.7692,0.1480,1.1537,-9.8094,-0.2212,-0.3729,0.1566,-7.3481,32.0310,23.3407,31.5605
3.7842,0.0726,1.1790,-9.7840,-0.1601,-0.3120,0.0956,-7.6721,32.4270,22.5219,31.5234
3.8082,0.0971,1.1629,-9.8073,-0.2821,-0.1900,0.0956,-8.0058,32.4337,22.1200,31.5547
3.8242,-0.0198,1.0783,-9.7148,-0.1601,0.0540,0.0956,-7.3422,32.0421,22.9364,31.5234
3.8480,0.2044,0.7580,-9.7892,-0.4039,0.1760,0.0345,-6.9953,32.8038,22.9119,31.5234
3.8640,0.1094,0.9194,-9.9071,-0.5261,0.1151,0.1566,-7.3234,32.8214,22.1053,31.5371
3.8880,0.3421,1.8842,-9.6882,-0.6479,-0.2511,0.0345,-7.0202,32.0143,24.1502,31.5391
3.9039,-0.2472,0.8217,-9.8246,-0.4057,-0.4943,0.1579,-7.3269,32.4422,22.1151,31.5234
3.9281,0.4779,1.7163,-9.6023,0.0831,0.0536,-0.2701,-7.0097,32.7865,23.7381,31.5254
3.9520,-0.3380,1.7100,-9.8435,0.0227,-0.2511,0.2177,-7.3347,33.5487,23.3077,31.5625
3.9680,0.4032,1.3399,-9.6622,0.2004,0.2977,-0.2071,-7.3542,32.7699,24.1422,31.5391
3.9841,0.0013,1.5180,-9.8550,-0.0378,-0.1888,0.2780,-7.3318,33.1793,22.9097,31.5215
4.0084,0.0841,0.8026,-9.7932,-0.1573,0.2374,-0.0240,-6.6551,32.8070,22.9074,31.5410
4.0320,0.6534,1.2416,-9.9363,-0.1541,0.1166,0.0349,-6.9944,32.8026,22.9101,31.5820
4.0511,0.0631,1.1501,-9.7951,-0.3328,-0.1279,0.0972,-7.6853,32.4074,23.3420,31.5703
4.0721,0.5257,0.9272,-9.7387,0.4436,-0.2507,0.0361,-7.3325,30.9328,21.7365,31.5332
4.0882,-0.1183,1.2917,-9.7064,0.2501,-0.4922,0.1565,-6.6646,32.4171,23.3215,31.5352
4.1120,0.0670,0.8200,-9.8945,-0.1605,-0.0735,-0.2046,-7.6773,32.0495,22.5388,31.5508
4.1283,0.1647,1.0447,-9.8178,-0.3251,-0.0649,0.1423,-6.9844,33.1911,22.4899,31.5078
4.1536,-0.1041,1.0494,-9.8470,-0.5695,0.2942,0.0954,-5.9805,32.8021,23.2970,31.5781
4.1680,0.5707,1.0577,-9.7074,-0.3401,0.1774,0.0920,-7.0078,32.0341,23.3363,31.5234
4.1922,0.0023,1.3648,-9.7701,-0.2673,-0.1832,0.1097,-7.6783,33.1659,23.3232,31.5508
4.2079,0.2909,1.1175,-9.8211,-0.0428,-0.2531,0.0327,-7.3521,32.4018,23.7470,31.5430
4.2320,-0.0428,1.2853,-9.7644,-0.1043,-0.4359,0.2142,-7.6625,32.8168,22.1035,31.5391
4.2561,-0.0550,1.3205,-9.7746,0.0741,-0.1900,0.0957,-7.6813,32.7866,23.3261,31.5156
4.2724,0.3398,1.0907,-9.6445,-0.0668,-0.1219,0.1423,-6.3396,32.7701,24.5263,31.5469
4.2880,-0.1988,1.2405,-9.8200,0.1139,0.0254,0.1853,-7.3581,32.3915,24.1486,31.5508
4.3122,0.3373,1.2756,-9.7766,-0.0087,0.2664,-0.0557,-7.3357,32.0516,22.5236,31.5547
4.3279,0.0795,1.2027,-9.8194,0.2383,0.1163,0.1866,-7.3357,32.0516,22.5236,31.5566
4.3599,0.2018,1.4366,-9.6542,0.2377,0.2201,-0.0411,-7.3379,33.1688,23.3112,31.5547
4.3680,0.3511,1.0929,-9.7636,0.3268,-0.1601,0.1567,-7.3448,31.6610,22.9377,31.5449
4.3924,-0.0107,1.1529,-9.8082,0.4330,-0.1753,0.0030,-7.6751,32.0468,22.5265,31.5664
4.4082,0.2049,1.0559,-9.9202,0.3891,-0.1900,0.0347,-7.6815,32.7860,23.3264,31.5312
4.4322,-0.0231,0.7803,-9.7588,0.3280,-0.0680,0.0957,-7.0018,32.7938,23.3179,31.4961
4.4492,0.1143,1.1057,-9.7587,0.2372,0.2370,-0.0263,-7.7039,32.3766,24.5591,31.5527
4.4721,0.3035,1.0553,-9.7279,0.2061,0.1760,0.1567,-7.3323,32.4304,22.5142,31.5215
4.4963,0.1082,1.0490,-9.8826,0.1450,0.1149,-0.0263,-6.9949,32.8030,22.9067,31.5547
4.5287,0.2874,1.1518,-9.8081,0.0840,-0.3433,0.0658,-7.3448,32.4102,23.3296,31.4941
4.5363,-0.0661,0.9775,-9.7685,-0.0380,-0.4343,0.0347,-7.6795,33.5322,23.7087,31.5703
4.5521,0.1480,1.3513,-9.7252,0.2669,-0.2513,-0.0873,-7.0018,32.7935,23.3176,31.5547
4.5760,-0.0477,1.3909,-9.7402,0.2669,-0.0683,0.0957,-7.6849,31.6577,22.9434,31.5254
4.5920,-0.0311,1.0867,-9.8159,0.3889,0.2366,0.0347,-6.6546,32.8061,22.9010,31.5215
4.6161,0.2966,1.5650,-9.7618,0.3279,0.4197,0.0347,-6.6832,31.6372,24.1491,31.5234
4.6320,0.0622,1.1555,-9.7318,0.3889,0.2366,-0.0263,-7.6939,32.7651,24.1418,31.5449
4.6658,0.5148,1.0300,-9.7036,0.6938,-0.0683,0.0347,-7.0045,32.4131,23.3240,31.5176
4.6721,-0.0677,1.3621,-9.9004,0.6938,-0.3732,0.0957,-7.3607,32.0103,24.1545,31.5410
4.6961,0.2575,0.7483,-9.8694,0.5107,-0.2512,-0.0873,-6.6610,32.7959,23.3088,31.5508
4.7119,-0.0423,1.1121,-9.7302,0.3278,-0.0681,0.0347,-7.0059,31.6660,22.9380,31.5371
4.7360,-0.1135,1.1760,-9.7898,0.5718,0.2368,0.0347,-6.6680,32.0376,23.3274,31.5430
4.7521,0.3879,0.9986,-9.6921,0.4498,0.4808,0.0347,-7.6719,33.9243,23.3014,31.5762
4.7760,0.0166,1.2547,-9.8351,0.4498,0.2368,-0.0263,-7.0069,32.7817,23.7191,31.5840
4.7921,0.5478,0.9378,-9.7473,0.4498,-0.0072,-0.0263,-7.6939,32.7657,24.1417,31.5254
