t,u,omega_radps,thro,m0_omega
4.76837158203125e-06,-0.7916509509086609,0.26141348481178284,0.5,894.96826171875
0.010152101516723633,-0.7916509509086609,0.26141348481178284,0.5,894.96826171875
0.020303964614868164,0.7193470001220703,-0.2866564095020294,0.5,1089.021240234375
0.0304410457611084,0.7193470001220703,0.1818545162677765,0.5,909.717041015625
0.04056143760681152,-0.033090099692344666,0.1818545162677765,0.5,909.717041015625
0.05069398880004883,-0.033090099692344666,-0.10149112343788147,0.5,1100.15380859375
0.060778141021728516,-0.5075310468673706,-0.10149112343788147,0.5,1100.15380859375
0.07089614868164062,-0.5075310468673706,-0.10629630088806152,0.5,912.462158203125
0.08101463317871094,0.6931153535842896,0.13219517469406128,0.5,1105.169189453125
0.09114313125610352,0.6931153535842896,0.13219517469406128,0.5,1105.169189453125
0.10127568244934082,-0.13789772987365723,-0.29000985622406006,0.5,929.577880859375
0.11139512062072754,-0.13789772987365723,0.2568754255771637,0.5,1118.3660888671875
0.12156343460083008,-0.34630483388900757,0.2568754255771637,0.5,1118.3660888671875
0.1317005157470703,-0.34630483388900757,-0.24371697008609772,0.5,900.5120239257812
0.1418008804321289,0.6107159852981567,0.22784782946109772,0.5,1111.61572265625
0.15194392204284668,0.6107159852981567,0.22784782946109772,0.5,1111.61572265625
0.16206979751586914,-0.6324118375778198,-0.3348948359489441,0.5,909.2080078125
0.17220473289489746,-0.6324118375778198,0.20517608523368835,0.5,1111.8397216796875
0.18231797218322754,0.08928725123405457,0.20517608523368835,0.5,1111.8397216796875
0.1924436092376709,0.08928725123405457,-0.44006237387657166,0.5,920.8861083984375
0.20256757736206055,0.34981340169906616,-0.44006237387657166,0.5,920.8861083984375
0.21277427673339844,0.34981340169906616,0.11694391071796417,0.5,1115.8975830078125
0.22291016578674316,-0.7345523834228516,-0.3973864018917084,0.5,887.7958984375
0.23302054405212402,-0.7345523834228516,-0.3973864018917084,0.5,887.7958984375
0.24313807487487793,0.7856273651123047,-0.19089478254318237,0.5,1106.8525390625
0.2532651424407959,0.7856273651123047,-0.08555202186107635,0.5,889.3429565429688
0.2633814811706543,-0.6570941209793091,-0.08555202186107635,0.5,889.3429565429688
0.27349185943603516,-0.6570941209793091,-0.5185834169387817,0.5,1084.6888427734375
0.28360724449157715,0.03680604696273804,-0.5185834169387817,0.5,1084.6888427734375
0.2937204837799072,0.03680604696273804,0.10962976515293121,0.5,910.8785400390625
0.30379676818847656,0.24416406452655792,-0.8108479976654053,0.5,1071.2928466796875
0.3139183521270752,0.24416406452655792,-0.8108479976654053,0.5,1071.2928466796875
0.32402896881103516,-0.6918132305145264,0.26223689317703247,0.5,946.4868774414062
0.3341329097747803,-0.6918132305145264,-1.1778600215911865,0.5,1026.2877197265625
0.34422898292541504,0.8836860656738281,-1.1778600215911865,0.5,1026.2877197265625
0.35437774658203125,0.8836860656738281,0.5228366851806641,0.5,1007.4202880859375
