t,ax,ay,az,gx,gy,gz,mx,my,mz,temp
5.60956,-0.11409,0.33068,-9.79381,-0.03805,0.05416,0.03454,-9.86356,-34.58775,35.37229,28.62695
5.63354,-0.10406,0.35155,-9.76489,0.08396,0.05416,-0.02646,-10.58817,-34.92052,34.59592,28.64258
5.64964,-0.11697,0.34539,-9.79561,-0.03805,0.05416,0.03454,-9.87089,-34.24522,35.77561,28.69141
5.67354,-0.09758,0.34768,-9.78993,-0.03805,0.05416,0.09551,-9.85223,-35.62901,34.99729,28.65234
5.68951,-0.12380,0.33538,-9.79449,0.02289,0.11505,0.03459,-10.21843,-34.21355,33.76736,28.61523
5.71346,-0.12046,0.35561,-9.78393,-0.03793,0.05408,-0.02639,-10.58903,-35.27508,34.99685,28.69141
5.72934,-0.10589,0.31786,-9.79286,0.02280,0.11515,-0.02654,-10.22160,-35.27745,34.98750,28.67773
5.76989,-0.11541,0.34196,-9.77245,-0.09903,0.05414,-0.02643,-10.59807,-34.58263,35.38325,28.68555
5.77796,-0.11474,0.33846,-9.76769,0.02298,-0.00686,0.09558,-10.22844,-34.93419,35.38502,28.64648
5.79343,-0.10782,0.34203,-9.78255,0.02298,0.05414,0.03454,-11.33977,-34.23497,35.79982,28.62500
5.81756,-0.10383,0.34165,-9.80743,-0.03799,0.05414,0.03454,-10.96013,-35.27794,35.40382,28.63086
5.83344,-0.10054,0.34792,-9.76898,-0.09903,-0.06793,0.09555,-10.95490,-34.91735,34.59181,28.62695
5.85738,-0.10996,0.35395,-9.79851,0.02298,0.05408,-0.02646,-10.22785,-34.57994,34.98195,28.67578
5.87347,-0.11292,0.34506,-9.78305,0.02298,0.05408,-0.02646,-10.95344,-34.56258,34.18312,28.62891
5.89766,-0.11350,0.32429,-9.79830,-0.09903,0.05408,0.09555,-10.95708,-34.92196,34.97804,28.62500
6.29785,-0.11275,0.34034,-9.80011,-0.04508,0.05412,0.09210,-10.58224,-35.61862,34.59985,28.63672
6.32191,-0.10243,0.32763,-9.79674,-0.09190,-0.00692,-0.01922,-10.60436,-34.94479,36.20727,28.64648
6.33749,-0.09890,0.33750,-9.79091,0.02297,0.05409,0.02026,-10.58939,-34.21725,34.17407,28.66016
6.36155,-0.11364,0.33248,-9.78553,-0.09904,0.05409,0.08844,-10.58433,-34.91549,34.19062,28.62109
6.37754,-0.10188,0.34067,-9.78731,0.01583,-0.00692,-0.02643,-9.50328,-34.59909,35.79219,28.67188
6.40178,-0.11271,0.32503,-9.78593,-0.09733,-0.00519,0.03458,-11.69078,-34.56384,34.59394,28.65039
6.42146,-0.10870,0.35419,-9.78134,0.02297,-0.02157,0.06629,-10.96470,-34.58081,35.38691,28.65625
6.44191,-0.10439,0.33389,-9.80076,-0.06913,0.08402,0.00348,-10.60289,-33.88549,35.36645,28.62109
6.45751,-0.11819,0.34261,-9.78140,-0.00813,0.08402,-0.02643,-10.96470,-34.58081,35.38691,28.64844
6.48187,-0.11728,0.34722,-9.79388,0.02300,0.02482,0.06629,-10.58482,-35.26977,34.59346,28.62109
6.49759,-0.11959,0.32961,-9.76722,-0.03800,0.05290,0.00348,-10.95274,-34.56274,34.17744,28.70117
6.52601,-0.11180,0.33354,-9.78175,0.05471,0.05412,-0.01177,-9.85020,-34.92041,34.17719,28.63477
6.53755,-0.11978,0.32175,-9.78994,0.02300,0.02300,0.03581,-10.96348,-34.22558,34.97797,28.65039
6.56149,-0.10978,0.33177,-9.78240,-0.06794,0.05535,0.06448,-10.22569,-35.28320,35.39008,28.66406
6.57744,-0.12128,0.34271,-9.79791,-0.16004,-0.00687,0.03459,-10.97178,-34.23730,35.78412,28.67383
6.60152,-0.12066,0.31515,-9.79245,0.02294,0.11514,0.03459,-10.58555,-35.26953,34.59858,28.61133
6.61803,-0.11353,0.32590,-9.79252,0.02294,0.05413,0.03459,-10.22154,-34.21875,34.15839,28.67188
6.64168,-0.10580,0.34987,-9.79085,-0.03806,-0.06794,0.09559,-10.60728,-34.59546,36.19941,28.62891
6.65757,-0.10643,0.36182,-9.78682,-0.03806,-0.00690,0.03455,-10.59022,-34.57107,34.57538,28.62695
6.68185,-0.10558,0.33214,-9.78712,0.02294,0.08398,-0.02645,-10.22792,-34.58016,34.98041,28.65234
6.70557,-0.11836,0.35823,-9.79088,0.02294,0.05409,-0.02645,-10.59217,-35.28035,35.38715,28.62305
6.72174,-0.10460,0.34868,-9.79796,0.02294,-0.06792,-0.02645,-10.22303,-34.57381,34.56635,28.65625
6.74582,-0.12006,0.34572,-9.80145,-0.03806,0.05409,-0.02645,-10.22876,-34.93489,35.38373,28.66602
6.77819,-0.11657,0.34383,-9.78133,-0.09910,0.05409,0.03455,-10.60230,-34.58919,35.78510,28.62500
6.78588,-0.10221,0.35102,-9.79151,-0.09910,-0.06792,-0.08745,-10.96680,-34.93563,35.80010,28.67383
6.80154,-0.12670,0.35940,-9.78076,-0.03809,-0.00692,-0.02645,-10.58472,-35.26912,34.58721,28.62695
6.82610,-0.10336,0.34275,-9.80569,-0.09910,0.05412,0.03459,-10.21778,-34.91805,34.18584,28.72070
6.84141,-0.11353,0.34085,-9.78669,0.02291,0.05412,-0.02642,-10.60010,-34.93843,35.79717,28.64844
6.86548,-0.11771,0.36058,-9.77680,0.02291,-0.00689,-0.02642,-10.96167,-34.57491,34.98906,28.65234
6.88136,-0.11547,0.35828,-9.79794,0.02291,0.05412,0.09559,-10.21802,-35.27217,34.58379,28.66211
6.90570,-0.10642,0.35823,-9.78844,0.02298,-0.00692,0.09563,-10.22365,-34.57436,34.57949,28.62109
6.92228,-0.11949,0.35345,-9.79087,-0.03806,0.11509,0.03460,-10.58473,-34.21059,33.76601,28.66016
6.94549,-0.11117,0.33838,-9.76549,0.02295,-0.06789,-0.02644,-9.49684,-35.29556,35.79140,28.62891
6.96164,-0.11353,0.36430,-9.80510,0.02295,-0.00689,-0.08744,-11.31520,-35.25845,34.20254,28.63086
6.98556,-0.11060,0.35424,-9.79985,-0.03806,0.05412,-0.02644,-9.85524,-34.22231,34.16543,28.60938
7.00142,-0.10807,0.34875,-9.79660,-0.09906,0.05412,0.03457,-10.58718,-34.92056,34.58730,28.60547
7.02575,-0.12438,0.35601,-9.79372,0.02289,0.05412,0.03457,-10.95412,-34.91777,34.59106,28.60938
7.04148,-0.10761,0.35523,-9.78791,0.02296,0.05412,-0.02644,-10.58351,-35.26860,34.58176,28.61914
7.06535,-0.09631,0.34862,-9.79541,-0.03804,0.11515,0.03460,-10.22731,-34.58012,34.98117,28.64648
7.08147,-0.11481,0.36067,-9.78038,0.08384,0.05415,0.03453,-9.48708,-34.92875,34.57590,28.61328
7.10558,-0.10171,0.35735,-9.80506,0.02296,0.05415,0.03453,-10.60622,-34.59477,36.18820,28.66211
7.12152,-0.10587,0.35171,-9.79621,-0.03804,0.11518,-0.02648,-10.23244,-33.88188,34.95871,28.65234
7.14551,-0.11397,0.33848,-9.80114,-0.22091,0.05409,-0.02628,-9.85768,-34.93168,34.97714,28.67188
7.16140,-0.10728,0.35450,-9.79723,-0.09908,0.05439,-0.02668,-10.96706,-34.93552,35.80038,28.62109
7.18571,-0.11094,0.35861,-9.79846,-0.03804,0.05419,-0.02648,-10.95784,-34.56882,34.58554,28.64648
7.20953,-0.10917,0.34696,-9.79324,-0.09905,-0.00642,0.03456,-10.60310,-34.94333,36.18808,28.63672
7.22571,-0.11670,0.34063,-9.80390,0.02217,0.05419,0.03371,-9.49958,-33.88766,34.95078,28.63672
7.24984,-0.11100,0.36957,-9.81542,0.02301,-0.00679,0.03456,-10.23054,-34.93552,35.39487,28.63672
7.26580,-0.12020,0.34954,-9.79066,0.02260,0.11437,-0.02645,-10.23422,-35.29489,36.18979,28.64062
7.28982,-0.11062,0.35813,-9.78405,-0.09776,0.11478,0.03456,-10.96811,-34.93576,35.80576,28.67578
7.30564,-0.10689,0.35400,-9.77953,-0.03883,-0.00601,0.03456,-10.60068,-34.93814,35.79629,28.65234
7.32977,-0.10781,0.35699,-9.79750,-0.03799,-0.00685,-0.08574,-10.23740,-34.94641,36.18984,28.66602
7.35103,-0.10162,0.37266,-9.80426,0.02305,-0.00513,0.03285,-9.85263,-34.21643,33.76211,28.65625
7.36986,-0.11729,0.35909,-9.78487,-0.03796,0.05417,0.03457,-10.96982,-34.23205,35.39199,28.62500
7.38553,-0.11712,0.36625,-9.80391,-0.09899,0.00033,0.02739,-9.85556,-34.92590,34.57998,28.68359
7.40946,-0.11527,0.35805,-9.79141,-0.03714,0.05334,0.03457,-10.24008,-34.24279,35.78213,28.60547
7.42546,-0.09955,0.36234,-9.79275,-0.03798,0.05419,0.03105,-9.85727,-35.28088,34.99404,28.67969
7.44965,-0.11290,0.36662,-9.79421,0.01585,0.00035,0.08122,-11.70297,-34.22522,35.38808,28.66992
7.46556,-0.12218,0.34754,-9.78302,0.01585,0.10802,0.09558,-11.32944,-35.62951,35.81533,28.66211
7.48967,-0.10622,0.34901,-9.79912,0.02303,-0.00685,-0.01929,-10.59995,-34.58264,35.38808,28.65820
7.50599,-0.12070,0.34896,-9.80066,0.01581,0.04694,-0.01927,-10.58989,-34.92222,34.61098,28.66406
7.52961,-0.10892,0.34836,-9.77620,-0.03802,0.05412,0.03112,-9.50688,-34.60411,36.19008,28.65234
7.54568,-0.11172,0.37352,-9.78822,-0.02338,0.05412,-0.01179,-9.86406,-35.29307,35.80165,28.68359
7.56959,-0.12317,0.34154,-9.79575,0.02298,0.05412,0.03579,-10.58818,-34.92051,34.58876,28.69141
7.58547,-0.11320,0.35496,-9.78165,-0.03802,0.08401,0.00347,-9.12334,-35.64122,35.39101,28.65430
7.60963,-0.10070,0.34892,-9.80742,0.06934,-0.00687,0.04924,-10.23564,-34.59239,35.78896,28.70117
7.62553,-0.12594,0.35716,-9.78502,-0.02338,0.10049,-0.02644,-10.22675,-35.63829,35.79985,28.65234
7.65228,-0.10863,0.35972,-9.78435,-0.06973,0.03948,-0.01179,-10.96259,-34.57579,35.00151,28.67188
7.66584,-0.12298,0.36970,-9.81075,-0.10025,0.11395,0.00467,-9.87080,-34.95005,36.19389,28.62695
7.68947,-0.11515,0.33996,-9.80083,-0.03677,0.02306,0.06568,-10.24043,-34.59849,36.19212,28.65039
7.70563,-0.11596,0.35649,-9.79562,0.02304,-0.00684,-0.02642,-9.50019,-34.94712,35.78684,28.69336
7.72934,-0.09684,0.36126,-9.79570,-0.09903,-0.00684,-0.02642,-9.86396,-34.93926,35.39866,28.70508
7.74592,-0.11052,0.33434,-9.80382,0.02304,-0.00684,0.03461,-10.22578,-34.92975,34.98801,28.66992
7.77779,-0.11350,0.34936,-9.80863,-0.03796,-0.00684,-0.02642,-10.59467,-34.22370,34.58298,28.62695
7.78597,-0.10404,0.36361,-9.78504,0.02304,0.05416,-0.08743,-10.96088,-34.22051,34.58119,28.66211
7.80955,-0.11704,0.35094,-9.76566,-0.06906,-0.00684,0.03458,-10.61005,-34.24688,36.19057,28.69336
7.83371,-0.10935,0.37088,-9.80573,-0.03795,0.05416,0.03458,-9.85419,-34.92608,34.57631,28.65234
7.84964,-0.12310,0.35834,-9.79856,0.02309,-0.06785,0.03458,-10.58418,-34.91501,34.18617,28.64453
7.87367,-0.10158,0.34456,-9.80804,-0.03792,0.05416,0.03458,-11.32587,-34.92122,35.00014,28.64062
7.88948,-0.10759,0.33669,-9.79139,-0.03792,0.05416,-0.02642,-10.98042,-32.83724,35.37196,28.66797
7.91354,-0.12618,0.35816,-9.76600,0.02309,-0.06791,0.03458,-10.22358,-35.63411,35.39738,28.64062
7.92958,-0.10691,0.35177,-9.80806,-0.09892,-0.00690,-0.02642,-10.96577,-34.58236,35.38831,28.70117
7.95436,-0.12190,0.35460,-9.78726,0.02309,0.05410,0.03458,-10.60761,-33.18489,34.97620,28.66797
7.96958,-0.09689,0.35529,-9.80038,0.02309,-0.00690,-0.02645,-11.33466,-34.93489,35.81213,28.65234
7.99362,-0.09504,0.35102,-9.79204,-0.03792,0.11511,0.03458,-9.85712,-34.22445,34.17346,28.64648
8.00955,-0.11475,0.37438,-9.78631,-0.03792,-0.00690,0.03458,-11.31709,-35.26058,34.21057,28.65820
8.03349,-0.11475,0.35456,-9.79503,-0.03792,0.05413,-0.02642,-10.23115,-34.93734,35.39807,28.69922
8.04963,-0.11715,0.33564,-9.78079,-0.03792,-0.00690,-0.02642,-10.96699,-34.58236,35.39440,28.69336
8.07436,-0.10880,0.35636,-9.79083,-0.03792,0.05410,-0.02642,-11.33271,-35.28353,35.81823,28.67383
8.09002,-0.09978,0.36014,-9.80929,0.02309,-0.00690,0.03458,-10.95893,-34.57064,34.58874,28.65039
8.11405,-0.10097,0.36247,-9.80935,-0.03803,-0.00691,-0.02644,-9.84711,-35.26929,34.18350,28.67773
8.12953,-0.10468,0.33203,-9.78209,-0.09904,0.05410,0.03454,-9.85040,-34.92090,34.18350,28.67969
8.15399,-0.11874,0.34947,-9.77264,0.02291,0.05410,-0.02641,-10.59942,-34.58447,35.40030,28.63477
8.16977,-0.11228,0.33789,-9.81503,0.02291,0.05410,0.03457,-10.59822,-33.52490,34.56045,28.67969
8.19385,-0.11348,0.33467,-9.76757,0.02291,-0.00688,-0.02641,-10.94881,-35.61475,34.60293,28.63867
8.20961,-0.10833,0.33590,-9.78654,0.02291,-0.00672,0.03435,-10.22273,-35.27808,35.00430,28.69922
8.23404,-0.11320,0.32637,-9.80453,0.02291,-0.00692,-0.08711,-10.95320,-35.62109,35.01175,28.70312
8.24986,-0.11117,0.34689,-9.80185,0.02291,0.05408,-0.02653,-10.22908,-34.93457,35.39652,28.67773
8.27363,-0.09923,0.34216,-9.79035,0.08376,-0.00692,-0.02641,-10.58797,-34.91998,34.59378,28.70117
8.28942,-0.12284,0.32426,-9.78049,0.02273,-0.00672,-0.02650,-10.59146,-34.92547,34.99149,28.62891
8.31360,-0.11218,0.33538,-9.81015,-0.03809,0.05450,0.03410,-10.96743,-35.99383,36.64188,28.66992
8.32955,-0.11085,0.34902,-9.80352,-0.03851,0.05408,0.03410,-10.96674,-34.93426,35.80741,28.71680
8.35379,-0.10015,0.33844,-9.79456,0.02292,-0.00652,0.03493,-11.32831,-34.57074,34.99930,28.67383
8.37782,-0.11098,0.33265,-9.80860,-0.09909,-0.00694,0.03452,-10.21796,-35.27044,34.59037,28.65820
8.39375,-0.10985,0.34138,-9.81096,0.02250,0.05407,-0.02609,-10.60541,-35.29754,36.61576,28.68359
8.41754,-0.11628,0.34513,-9.78146,-0.03811,-0.00694,0.03452,-10.96381,-35.28254,35.80716,28.66211
8.43409,-0.10318,0.34559,-9.78684,-0.03811,0.05407,-0.02566,-10.94988,-34.55549,33.78568,28.70508
8.45766,-0.10059,0.35516,-9.79038,0.02289,0.05234,-0.02651,-11.68132,-35.25325,34.20194,28.67188
8.47354,-0.11200,0.35841,-9.79539,-0.15838,-0.00524,-0.08409,-10.95671,-34.21223,34.18332,28.65039
8.49750,-0.10056,0.35007,-9.78349,-0.09191,0.00739,-0.03371,-10.96873,-34.22992,35.39328,28.66016
8.51369,-0.10902,0.36196,-9.78303,-0.03088,-0.00697,-0.01935,-10.58885,-34.91888,34.59983,28.65039
8.53767,-0.13068,0.34712,-9.81840,0.02295,0.11339,0.09466,-10.21067,-35.25848,33.78977,28.73438
8.55346,-0.10589,0.34920,-9.79970,-0.09906,0.05758,-0.02655,-11.33372,-34.93036,35.80539,28.68555
8.57741,-0.10681,0.35010,-9.78947,-0.09202,0.11156,0.03445,-10.60520,-34.94265,36.21262,28.67383
8.59369,-0.11238,0.35094,-9.80384,0.00142,0.04687,-0.08042,-10.59876,-34.22732,34.99192,28.70117
8.61761,-0.10062,0.35207,-9.78927,-0.03086,0.05404,-0.01941,-10.22352,-34.57180,34.57370,28.71289
8.63360,-0.11904,0.34643,-9.78293,-0.03804,0.06122,0.03442,-9.86366,-35.29055,35.79636,28.61914
8.65760,-0.10196,0.36277,-9.78449,0.01954,0.05232,-0.02317,-10.95643,-34.21243,34.17820,28.67969
8.67393,-0.11400,0.35297,-9.80295,-0.08440,0.06869,0.01974,-10.59803,-34.22741,34.98630,28.69922
8.69759,-0.11459,0.35563,-9.78747,-0.05269,0.00769,-0.01197,-10.59594,-34.93054,35.39499,28.66797
8.71348,-0.11282,0.34979,-9.78156,0.08525,0.08402,0.00346,-10.58327,-35.61946,34.61095,28.71289
8.73748,-0.12183,0.35119,-9.81867,-0.03798,-0.00686,-0.08742,-10.59392,-34.22298,34.58327,28.63867
8.75359,-0.10958,0.33591,-9.77925,0.05412,0.02427,0.00468,-10.95354,-34.56282,34.18386,28.69531
8.78604,-0.11314,0.36127,-9.78924,-0.05269,0.00781,0.03459,-9.49748,-34.23738,34.97536,28.69727
8.79475,-0.11314,0.35799,-9.80227,0.11393,0.05416,0.03459,-10.96232,-34.92928,35.39894,28.66602
8.81763,-0.10933,0.34769,-9.80244,-0.03792,0.02305,-0.05629,-10.96111,-34.57454,34.99025,28.67578
8.83366,-0.11169,0.34877,-9.81869,0.02308,0.05416,0.03459,-10.22478,-34.92903,34.98827,28.66406
8.85751,-0.09326,0.36065,-9.80044,0.02308,-0.00684,-0.02642,-10.22635,-34.22542,34.57396,28.65234
8.87481,-0.11896,0.36007,-9.79624,-0.03795,0.05416,-0.02642,-10.95389,-34.91731,34.58700,28.65625
8.89757,-0.09625,0.33425,-9.79143,-0.09896,0.05416,-0.02642,-9.49393,-34.58626,34.98080,28.65430
8.91382,-0.11479,0.36240,-9.78615,-0.03792,0.11517,-0.02642,-9.85843,-34.22786,34.56479,28.66016
8.93750,-0.10615,0.34018,-9.79870,-0.00803,-0.00684,-0.02642,-10.21805,-34.56770,34.16537,28.65234
8.95338,-0.08964,0.34211,-9.80985,0.02308,0.05416,0.03459,-10.21872,-35.62727,34.99936,28.65625
8.97789,-0.12672,0.36124,-9.78614,-0.03795,0.05416,0.03459,-10.59054,-34.92610,34.98645,28.65234
9.00154,-0.08793,0.36183,-9.79457,-0.03795,-0.00684,-0.02642,-10.96603,-34.93552,35.80237,28.65820
9.01788,-0.13087,0.37151,-9.80156,0.02308,0.05416,0.03459,-10.96482,-34.58078,35.39368,28.69141
9.04155,-0.10218,0.34867,-9.79622,-0.03792,-0.00684,-0.02642,-10.22556,-35.28439,35.39723,28.67383
9.05756,-0.10460,0.35539,-9.80625,0.02308,-0.06788,-0.02642,-10.24576,-33.90158,36.19313,28.63867
9.07365,-0.10767,0.34021,-9.78207,-0.03792,-0.00687,0.03459,-10.96939,-33.52853,34.97438,28.64258
9.09746,-0.10643,0.35951,-9.80041,-0.03792,-0.00687,0.03459,-10.59195,-34.92697,34.99835,28.62695
9.12165,-0.11369,0.36950,-9.77494,0.02308,0.05416,-0.02642,-10.61687,-33.90451,36.60089,28.64844
9.13751,-0.10822,0.34927,-9.79507,0.02308,-0.00684,0.03459,-9.49675,-35.29611,35.79962,28.67383
9.16149,-0.10335,0.34756,-9.79611,-0.03795,0.11517,0.03459,-11.32195,-34.91550,34.60333,28.69141
9.17800,-0.10813,0.34866,-9.79972,-0.03795,0.05416,0.03459,-9.86492,-34.94312,35.78106,28.65430
9.20157,-0.12363,0.35462,-9.78673,-0.03795,0.05416,-0.02642,-11.32195,-34.91591,34.60919,28.68359
9.21745,-0.10160,0.36366,-9.81225,0.02308,0.05416,0.03459,-10.22331,-34.57460,34.58128,28.69531
9.24151,-0.11654,0.35763,-9.79335,-0.03795,-0.12882,-0.08742,-10.94988,-34.91151,34.18577,28.66016
9.25757,-0.11590,0.35344,-9.79319,0.02308,0.05416,-0.08742,-10.59148,-34.92651,34.99388,28.70703
9.28169,-0.12557,0.35002,-9.80745,0.02298,0.11517,0.03453,-11.70574,-34.23217,35.80052,28.63281
9.29743,-0.12374,0.35736,-9.77318,-0.09884,0.05410,0.03453,-10.59734,-35.28783,35.81155,28.69922
9.32163,-0.10729,0.36375,-9.78537,-0.03805,0.05412,-0.02640,-9.49059,-33.52149,33.75422,28.65430
9.33767,-0.11995,0.35734,-9.78770,0.08378,-0.00649,0.03436,-10.21178,-35.61524,34.19806,28.66211
9.36164,-0.10860,0.32960,-9.79038,-0.09896,-0.00690,0.03446,-10.58947,-35.27539,35.00275,28.64258
9.37748,-0.10591,0.34818,-9.77194,0.02293,0.05411,-0.02645,-10.59052,-34.57129,34.58283,28.65625
9.40181,-0.12070,0.34886,-9.76469,-0.09896,0.05411,-0.02655,-11.32392,-35.62403,35.41339,28.66406
9.41746,-0.12333,0.35866,-9.76758,-0.09906,0.11493,-0.02645,-10.59687,-34.93262,35.40611,28.68359
9.44171,-0.12082,0.33862,-9.77883,-0.03805,0.05371,0.03459,-10.96015,-34.21924,34.58092,28.62109
9.45769,-0.10358,0.36321,-9.79223,-0.09866,0.05371,-0.02642,-10.22382,-34.57373,34.57893,28.67969
9.48230,-0.11547,0.34928,-9.78010,-0.09866,-0.00690,0.03419,-10.22783,-34.57963,34.98201,28.66992
9.50565,-0.12059,0.35478,-9.81121,-0.03814,-0.00690,0.03455,-9.13115,-35.65190,36.19685,28.67969
9.52191,-0.09942,0.34926,-9.80230,-0.03825,0.11493,-0.02642,-10.22099,-34.92192,34.58455,28.65820
9.53756,-0.10419,0.35007,-9.81234,-0.09864,0.05371,-0.02559,-10.23003,-34.93453,35.40242,28.68555
9.56443,-0.11629,0.34140,-9.79307,-0.09737,-0.00604,0.03291,-10.59233,-34.92543,34.99739,28.65039
9.57757,-0.12025,0.35045,-9.77534,-0.15755,0.05329,0.03460,-9.50053,-34.24135,35.37263,28.66406
9.60163,-0.11452,0.34307,-9.79428,-0.03975,0.05241,-0.08741,-10.58549,-35.26772,34.59968,28.67188
9.61752,-0.10557,0.35460,-9.81329,-0.03803,0.04695,-0.02641,-10.22539,-34.92763,34.99372,28.64844
9.64189,-0.10569,0.35625,-9.78746,0.07696,0.05413,0.03463,-9.87285,-34.59877,36.18806,28.67188
9.66560,-0.12354,0.36460,-9.77871,0.02298,0.05497,0.03379,-10.22490,-34.92714,34.98787,28.68164
9.68169,-0.11276,0.35296,-9.81326,-0.03803,-0.00688,0.03463,-11.32549,-34.91877,34.99914,28.65234
9.70578,-0.10461,0.36426,-9.78828,-0.03803,0.05412,-0.02287,-10.22295,-34.57185,34.57360,28.64844
9.72154,-0.11654,0.35025,-9.80023,-0.03085,0.04694,0.03463,-11.33037,-34.22053,34.98254,28.66016
9.74552,-0.10699,0.34262,-9.79495,0.01581,0.11512,-0.01920,-9.86259,-34.93635,35.39294,28.64844
9.76145,-0.10871,0.35386,-9.79482,0.02299,-0.05358,-0.03356,-11.69853,-34.21858,34.99743,28.68359
9.79420,-0.10538,0.37658,-9.77320,-0.15657,0.05237,-0.02638,-10.23662,-34.59040,35.79431,28.68555
9.80198,-0.11283,0.34965,-9.80207,-0.00631,0.02480,0.03465,-10.23261,-34.58451,35.39099,28.65234
9.82564,-0.11172,0.36308,-9.80198,-0.02337,0.00774,0.03465,-10.21992,-35.97904,35.39616,28.65430
9.84157,-0.11040,0.35266,-9.79799,-0.03801,0.08519,-0.05745,-10.22967,-33.87552,34.56803,28.64453
9.86553,-0.12802,0.35139,-9.78250,0.05409,0.05408,0.03465,-9.85613,-35.27982,34.99528,28.67578
9.88153,-0.10439,0.35393,-9.79913,-0.00814,-0.00695,0.03587,-9.48797,-34.92777,34.58268,28.65820
9.90555,-0.10999,0.34804,-9.78611,-0.03804,0.05405,0.03465,-10.59539,-34.57645,34.99162,28.65234
9.92154,-0.10397,0.36851,-9.80993,-0.03805,0.05412,-0.02645,-9.48866,-35.28429,34.99195,28.65234
9.94587,-0.12220,0.35088,-9.79362,-0.03805,0.05412,0.03456,-10.58143,-35.26412,34.19654,28.66406
9.96156,-0.10105,0.35581,-9.78322,0.02296,0.05412,-0.08745,-10.21815,-35.27240,34.59058,28.66211
9.98567,-0.12136,0.35221,-9.77543,0.02296,0.11512,-0.02645,-9.85291,-34.57171,34.17261,28.65039
10.00360,-0.10522,0.34567,-9.78908,-0.03805,0.05412,-0.02645,-10.23573,-34.59251,35.78882,28.64648
10.02569,-0.11832,0.36969,-9.79982,0.08396,0.05412,-0.02645,-10.21585,-35.62181,34.60132,28.66992
10.04148,-0.09152,0.33419,-9.77606,-0.03805,-0.00689,0.03459,-10.59500,-34.57786,34.99170,28.67383
10.06557,-0.10840,0.33757,-9.80525,-0.03805,0.05415,-0.02767,-10.96707,-34.93577,35.80762,28.64844
10.08158,-0.12837,0.35417,-9.81571,-0.03805,-0.00686,-0.02645,-10.96516,-34.22679,34.99561,28.66211
10.10566,-0.10161,0.34569,-9.79442,0.02296,0.05415,0.03459,-10.96463,-34.22639,34.99001,28.63281
10.12181,-0.10402,0.34264,-9.78849,0.02296,0.05415,-0.02642,-10.22049,-34.56941,34.18727,28.65820
10.14570,-0.12135,0.34920,-9.77423,-0.03808,-0.00686,-0.02642,-10.21719,-34.91780,34.18727,28.65625
10.16947,-0.09859,0.33430,-9.79616,-0.09908,0.05415,0.03459,-10.96475,-35.28523,35.81911,28.66211
10.18569,-0.12184,0.34456,-9.80741,-0.03808,0.05415,0.03459,-10.22402,-34.57478,34.58571,28.65430
10.20958,-0.11355,0.34803,-9.78554,-0.09908,0.11515,-0.02642,-10.22194,-35.27791,34.99440,28.67383
10.22565,-0.11947,0.34032,-9.79315,0.02293,-0.00686,-0.02642,-10.95485,-35.97664,35.42751,28.64062
10.24976,-0.09082,0.33971,-9.80453,-0.03808,0.05415,-0.02642,-10.96775,-34.23152,35.38854,28.67969
10.26607,-0.11950,0.34801,-9.79321,0.02293,0.05415,0.03462,-11.68846,-34.91219,34.60631,28.70312
10.29002,-0.09989,0.33439,-9.79967,-0.09908,-0.06786,0.03462,-10.58494,-35.26912,34.59502,28.63867
10.30578,-0.11351,0.35524,-9.80150,0.02293,0.05415,0.03462,-10.96067,-34.22029,34.58773,28.66406
10.32998,-0.10404,0.32301,-9.78956,-0.03808,0.11515,-0.02639,-10.23020,-33.87727,34.58023,28.69531
10.34553,-0.09804,0.34623,-9.78966,0.02293,0.05415,0.09562,-9.85301,-35.63020,35.00186,28.62109
10.36962,-0.11345,0.33912,-9.78736,-0.09908,-0.00689,-0.02639,-10.58494,-34.21028,33.76651,28.65234
10.38548,-0.11301,0.32487,-9.79713,-0.03808,-0.00689,-0.02639,-10.24729,-34.25514,36.59658,28.64258
10.41127,-0.12599,0.34304,-9.78039,0.02296,0.05406,-0.14834,-10.59886,-34.58327,35.39053,28.63672
10.42551,-0.10809,0.32003,-9.79670,-0.03795,-0.00686,-0.02633,-10.22801,-34.58016,34.98355,28.65234
10.44962,-0.11628,0.34295,-9.79869,0.02293,-0.00686,0.03456,-9.47996,-35.97665,34.60611,28.62109
10.46564,-0.11140,0.33337,-9.79176,0.08381,0.05415,0.03465,-10.59617,-33.87508,34.57864,28.68750
10.48967,-0.11328,0.34290,-9.80026,-0.03814,-0.00676,-0.02635,-10.22825,-34.58212,34.99490,28.67188
10.50554,-0.10525,0.33557,-9.79094,-0.03804,-0.00689,-0.02635,-10.59812,-34.58441,35.39065,28.68164
10.52968,-0.10280,0.33689,-9.79728,-0.03805,-0.00692,-0.08744,-11.32506,-34.56639,34.59632,28.67773
10.54565,-0.12407,0.35807,-9.78776,0.08360,-0.00671,0.03457,-10.96519,-35.28514,35.81898,28.65820
10.56969,-0.11254,0.33935,-9.79573,-0.09865,-0.00650,0.03416,-10.94795,-34.90672,33.79749,28.66211
10.58593,-0.11194,0.32492,-9.80544,0.08335,0.05432,-0.02623,-10.22871,-34.58080,34.98890,28.68750
10.60991,-0.10253,0.34140,-9.80140,-0.03811,0.05329,-0.02602,-10.24073,-34.59848,36.19886,28.66211
11.13012,-0.10691,0.34335,-9.81277,-0.03805,0.11515,0.03459,-9.86242,-34.93838,35.39353,28.73828
