t,u,omega_radps,thro,m0_omega
4.76837158203125e-06,-0.043623924255371094,0.07887332886457443,0.5,1107.526611328125
0.010144710540771484,0.42615896463394165,0.07887332886457443,0.5,1107.526611328125
0.020280122756958008,0.42615896463394165,-0.24217179417610168,0.5,886.14794921875
0.03041672706604004,-0.7592899203300476,0.5376500487327576,0.5,1093.1885986328125
0.040563344955444336,-0.7592899203300476,-0.7632482647895813,0.5,911.602783203125
0.050679683685302734,0.9144273400306702,-0.7632482647895813,0.5,911.602783203125
0.060888051986694336,0.9144273400306702,0.5951520800590515,0.5,1070.3272705078125
0.07105612754821777,-0.755009651184082,0.5951520800590515,0.5,1070.3272705078125
0.08120203018188477,-0.755009651184082,-0.8573914766311646,0.5,954.665283203125
0.09132194519042969,0.14010393619537354,1.0138310194015503,0.5,1039.493896484375
0.10143733024597168,0.14010393619537354,1.0138310194015503,0.5,1039.493896484375
0.11156558990478516,-0.04576185345649719,-0.8938921093940735,0.5,1011.0235595703125
0.12170910835266113,-0.04576185345649719,0.8276734352111816,0.5,1004.4675903320312
0.13181376457214355,-0.42800021171569824,0.8276734352111816,0.5,1004.4675903320312
0.1419200897216797,-0.42800021171569824,-0.6049182415008545,0.5,1032.4451904296875
0.15203571319580078,0.6199334263801575,-0.6049182415008545,0.5,1032.4451904296875
0.1621558666229248,0.6199334263801575,0.685687243938446,0.5,1028.6690673828125
0.17328810691833496,-0.6475870609283447,-0.7213402986526489,0.5,998.4459838867188
0.18344616889953613,-0.6475870609283447,-0.7213402986526489,0.5,998.4459838867188
0.19355440139770508,-0.1375720202922821,0.7724791765213013,0.5,1039.85009765625
0.2036759853363037,-0.1375720202922821,-0.35782390832901,0.5,993.1812133789062
0.2138688564300537,0.5982710719108582,-0.35782390832901,0.5,993.1812133789062
0.22400283813476562,0.5982710719108582,0.6462455987930298,0.5,1078.7855224609375
0.2341151237487793,-0.3853786885738373,0.6462455987930298,0.5,1078.7855224609375
0.24422359466552734,-0.3853786885738373,-0.018672458827495575,0.5,930.5382690429688
0.2543447017669678,-0.35808616876602173,0.2603996694087982,0.5,1107.4986572265625
0.264493465423584,-0.35808616876602173,0.2603996694087982,0.5,1107.4986572265625
0.27466511726379395,0.8162389993667603,0.15601365268230438,0.5,882.9053344726562
0.284806489944458,0.8162389993667603,0.7049821615219116,0.5,1102.9114990234375
0.2949197292327881,-0.8830090165138245,0.7049821615219116,0.5,1102.9114990234375
0.3050394058227539,-0.8830090165138245,-0.25850075483322144,0.5,884.5199584960938
0.31516051292419434,0.33580461144447327,0.8956855535507202,0.5,1080.294677734375
0.325286865234375,0.33580461144447327,0.8956855535507202,0.5,1080.294677734375
0.33541250228881836,0.2868111729621887,-0.059582147747278214,0.5,916.1482543945312
0.34554576873779297,0.2868111729621887,-0.059582147747278214,0.5,916.1482543945312
0.35567331314086914,-0.687809944152832,0.717708170413971,0.5,1086.1748046875
0.3658163547515869,-0.687809944152832,-0.20832037925720215,0.5,903.402587890625
0.3759448528289795,0.8810648918151855,-0.20832037925720215,0.5,903.402587890625
0.3860740661621094,-0.3821812570095062,1.0213826894760132,0.5,1078.93408203125
0.39616966247558594,-0.3821812570095062,-0.10775269567966461,0.5,916.843505859375
0.40625786781311035,-0.3821812570095062,-0.10775269567966461,0.5,916.843505859375
0.41636204719543457,-0.32726752758026123,0.601332426071167,0.5,1089.8671875
0.42652034759521484,0.5959999561309814,0.2380995899438858,0.5,911.294677734375
0.43664097785949707,0.5959999561309814,0.2380995899438858,0.5,911.294677734375
0.4467916488647461,0.5959999561309814,0.20843204855918884,0.5,1098.780029296875
0.45690417289733887,-0.6107179522514343,0.20843204855918884,0.5,1098.780029296875
0.46701478958129883,-0.27443718910217285,0.3986002802848816,0.5,933.0700073242188
0.4771895408630371,-0.27443718910217285,-0.23975439369678497,0.5,1105.4541015625
0.4872887134552002,-0.27443718910217285,-0.23975439369678497,0.5,1105.4541015625
