t_s,rate_sp_dps,rate_curr_dps,out,angle_deg,thro_out
0.05182644999877084,100.0,-0.14719770848751068,0.0,-4.092521667480469,0.0
0.05194231899804436,100.0,-0.18327650427818298,0.0,-4.088319778442383,0.0
0.06478421500651166,100.0,-0.18327650427818298,0.0,-4.088319778442383,0.0
0.06536565499845892,100.0,-0.18327650427818298,0.0,-4.088319778442383,0.0
0.17513914400478825,100.0,-0.21737493574619293,0.0,-4.084171295166016,0.0
0.17687424500763882,100.0,-0.19072772562503815,0.0,-4.082780361175537,0.0
0.1854187230055686,100.27896881103516,-0.13880786299705505,0.0,-4.082155227661133,0.0
0.21554786000342574,102.11363220214844,-0.1804976910352707,0.0,-4.076502799987793,0.0
0.41978903400013223,105.85562896728516,-0.2854914963245392,0.0,-4.081445693969727,0.0
0.4225960090116132,111.73837280273438,-0.23613092303276062,0.0,-4.075780868530273,0.0
0.4379837390006287,126.22066497802734,-0.2249106615781784,0.0,-4.077977180480957,0.0
0.47939420701004565,129.9325714111328,-0.14087353646755219,0.0,-4.07600212097168,0.0
0.5014476490032393,129.9325714111328,-0.14087353646755219,0.0,-4.07600212097168,0.0
0.501627843012102,129.9325714111328,-0.14087353646755219,0.0,-4.07600212097168,0.0
0.6151753490121337,127.41526794433594,-0.00016980766667984426,0.0,-4.076251029968262,0.0
0.656844862998696,110.52500915527344,-0.0029243852477520704,0.0,-4.072461128234863,0.0
0.665176391004934,97.70882415771484,-0.03939887881278992,0.0,-4.070042610168457,0.0
0.8331243980064755,84.59906005859375,-0.17921966314315796,0.0,-4.066932201385498,0.0
0.8484268500033068,70.00001525878906,-0.12205091863870621,0.0,-4.068389892578125,0.0
0.8729680859978544,74.36317443847656,-3.4023939861071995e-06,0.0,-4.062175750732422,0.0
0.9153613790113013,87.62060546875,-0.03440551087260246,0.0,-4.063085556030273,0.0
1.0545857620018069,87.62060546875,-0.03440551087260246,0.0,-4.063085556030273,0.0
1.065838528011227,105.3218765258789,-0.006612902041524649,0.0,-4.064226150512695,0.0
1.0662028970109532,129.84461975097656,0.0002947749162558466,0.0,-4.064334392547607,0.0
1.0975225010042777,124.76483154296875,5.258964375087771e-09,0.0,-4.06301212310791,0.0
1.1641118679981446,107.1491928100586,0.0004973115865141153,0.0,-4.059170722961426,0.0
1.1985323450062424,107.1491928100586,0.0004973115865141153,0.0,-4.059170722961426,0.0
1.268945107003674,85.5392837524414,-0.12063310295343399,0.0,-4.063294887542725,0.0
1.269419269010541,71.30905151367188,-0.17985281348228455,0.0,-4.066787242889404,0.0
1.3096143350121565,73.95833587646484,-0.08870495855808258,0.0,-4.067476272583008,0.0
1.4959032269980526,118.3677749633789,0.09585155546665192,0.0,-4.077188491821289,0.0
1.563374985998962,91.67420959472656,3.6688231830339646e-06,0.0,-4.079203128814697,0.0
1.6045935959991766,71.53900146484375,8.181754579394962e-11,0.0,-4.083110332489014,0.0
1.6694994760036934,71.53900146484375,8.181754579394962e-11,0.0,-4.083110332489014,0.0
1.6696534790098667,71.53900146484375,8.181754579394962e-11,0.0,-4.083110332489014,0.0
1.7145004839985631,105.06814575195312,2.6041493914850484e-20,0.0,-4.082657814025879,0.0
1.747909151003114,128.4146728515625,-0.0002608595241326839,0.0,-4.083425998687744,0.0
1.7835032630100613,121.86746978759766,-0.20665308833122253,0.0,-4.08542537689209,0.0
1.9146045280067483,70.21256256103516,-0.10514706373214722,0.0,-4.083145618438721,0.0
1.9415782430005493,86.24353790283203,-0.1281936764717102,0.0,-4.084901809692383,0.0
1.9744322890037438,119.71308898925781,-3.182784348609857e-05,0.0,-4.086031436920166,0.0
2.0453606299997773,127.99951171875,-0.15540485084056854,0.0,-4.086422443389893,0.0
2.1468585330003407,97.85395050048828,-0.06740923970937729,0.0,-4.083714008331299,0.0
2.147172197001055,70.56940460205078,-0.13784846663475037,0.0,-4.083456993103027,0.0
2.1495467070053564,70.56940460205078,-0.13784846663475037,0.0,-4.083456993103027,0.0
2.189412045001518,86.66915893554688,-0.03654579818248749,0.0,-4.083320140838623,0.0
2.2455143310071435,123.51536560058594,-4.473052467801608e-05,0.0,-4.078650951385498,0.0
2.381259781002882,123.51536560058594,-4.473052467801608e-05,0.0,-4.078650951385498,0.0
2.38896698600729,122.54935455322266,-0.042481452226638794,0.0,-4.077729225158691,0.0
2.405549234012142,72.93207550048828,-1.5984137624602823e-10,0.0,-4.078451633453369,0.0
2.4134513700118987,109.4803237915039,-0.1185617595911026,0.0,-4.077207088470459,0.0
2.461858184004086,129.24392700195312,-0.0036990081425756216,0.0,-4.075775146484375,0.0
2.527585273011937,95.33332061767578,0.007238910533487797,0.0,-4.071660995483398,0.0
2.6418335089983884,70.19863891601562,-0.18190723657608032,0.0,-4.076535701751709,0.0
2.7197362650040304,70.19863891601562,-0.18190723657608032,0.0,-4.076535701751709,0.0
2.7375015080033336,129.79742431640625,-0.05556701496243477,0.0,-4.0812907218933105,0.0
2.738213832999463,95.2659912109375,-0.017759261652827263,0.0,-4.0861945152282715,0.0
2.7641582780051976,70.77906799316406,-3.960451522289077e-07,0.0,-4.08418607711792,0.0
2.821563617006177,109.60957336425781,-8.832109522904918e-12,0.0,-4.082329750061035,0.0
2.8514869960054057,126.99398803710938,-0.0006218127673491836,0.0,-4.0835442543029785,0.0
3.0342900390096474,82.94573974609375,0.10533235222101212,0.0,-4.081088542938232,0.0
3.0350358889991185,78.79022979736328,3.0295573196781334e-06,0.0,-4.079962730407715,0.0
3.035478342004353,126.30099487304688,-0.08036021888256073,0.0,-4.085063457489014,0.0
3.0536190590064507,107.83656311035156,-0.043165452778339386,0.0,-4.0825371742248535,0.0
3.1006426390085835,70.00001525878906,-1.1217787687201053e-05,0.0,-4.0839128494262695,0.0
3.2553093660098966,75.36644744873047,0.007447419222444296,0.0,-4.078699111938477,0.0
3.2766765340056736,93.12686157226562,1.6608315434041288e-07,0.0,-4.078342914581299,0.0
3.3415935180091765,129.5529022216797,-0.11823209375143051,0.0,-4.080146312713623,0.0
3.362796834000619,129.5529022216797,-0.11823209375143051,0.0,-4.080146312713623,0.0
3.363114828011021,129.5529022216797,-0.11823209375143051,0.0,-4.080146312713623,0.0
3.4877728290011873,87.72712707519531,-1.186038556255653e-08,0.0,-4.092562675476074,0.0
3.4909714120003628,129.93280029296875,-0.17581452429294586,0.0,-4.101470947265625,0.0
3.5454660590039566,83.48155212402344,-0.021390816196799278,0.0,-4.108784198760986,0.0
3.5596714230050566,87.11878967285156,-4.77031562695629e-07,0.0,-4.1048173904418945,0.0
3.6971120230009547,129.2918243408203,-6.808427519683358e-12,0.0,-4.106816291809082,0.0
3.697732086002361,78.1013412475586,-0.02148314379155636,0.0,-4.101812362670898,0.0
3.7315508680039784,96.28194427490234,-0.0015361063415184617,0.0,-4.099945068359375,0.0
3.7776017500000307,125.85708618164062,0.08122684806585312,0.0,-4.1002984046936035,0.0
3.816529661009554,125.85708618164062,0.08122684806585312,0.0,-4.1002984046936035,0.0
3.919113826006651,71.4114990234375,5.917398539168062e-06,0.0,-4.097921371459961,0.0
3.919377202008036,111.79654693603516,0.08427155762910843,0.0,-4.098338603973389,0.0
3.9235278100095456,112.41947937011719,1.879320166153775e-06,0.0,-4.095371723175049,0.0
3.959542655007681,72.25018310546875,3.352822186553084e-11,0.0,-4.089388847351074,0.0
4.124390552009572,83.33103942871094,-0.18340662121772766,0.0,-4.087378978729248,0.0
4.126969700999325,97.66997528076172,-0.16520757973194122,0.0,-4.093443870544434,0.0
4.143495376003557,120.8213119506836,-4.004811853519641e-05,0.0,-4.098474979400635,0.0
4.223841646002256,70.30244445800781,-0.004100987687706947,0.0,-4.101962089538574,0.0
4.258748506006668,70.30244445800781,-0.004100987687706947,0.0,-4.101962089538574,0.0
4.258838045003358,70.30244445800781,-0.004100987687706947,0.0,-4.101962089538574,0.0
4.342399311004556,127.1528091430664,-0.1159420758485794,0.0,-4.100737571716309,0.0
4.369472411999595,100.06005096435547,-1.4557850036567288e-08,0.0,-4.095862865447998,0.0
4.413573776007979,114.20234680175781,-0.15539300441741943,0.0,-4.096114158630371,0.0
4.554608966005617,74.52667236328125,-0.12203459441661835,0.0,-4.097875595092773,0.0
4.57472483201127,129.94029235839844,-0.0624249167740345,0.0,-4.0959978103637695,0.0
4.5752852500008885,71.78307342529297,-0.010363437235355377,0.0,-4.099119186401367,0.0
4.579493477998767,121.24640655517578,-0.10256174206733704,0.0,-4.099545955657959,0.0
4.6655822090106085,87.3685073852539,-0.14892157912254333,0.0,-4.100347995758057,0.0
4.684853259008378,87.3685073852539,-0.14892157912254333,0.0,-4.100347995758057,0.0
4.685020322998753,87.3685073852539,-0.14892157912254333,0.0,-4.100347995758057,0.0
4.756078919002903,103.32734680175781,-0.035525452345609665,0.0,-4.102538585662842,0.0
4.784963179001352,107.1835708618164,0.11265639215707779,0.0,-4.098259449005127,0.0
4.797722032002639,83.88756561279297,-0.10112658888101578,0.0,-4.10117244720459,0.0
4.838289638006245,121.62240600585938,-0.02942718006670475,0.0,-4.107048511505127,0.0
